# Tilt	Rotation	mrd
14.05	7611.40	0.00
14.21	7643.43	0.00
14.37	7675.10	0.00
14.52	7706.42	0.00
14.68	7737.41	0.00
14.84	7768.06	0.00
14.99	7798.39	0.00
15.15	7828.41	0.00
15.31	7858.11	0.00
15.47	7887.50	0.00
15.62	7916.60	0.00
15.78	7945.40	0.00
15.94	7973.92	0.00
16.09	8002.16	0.00
16.25	8030.12	0.00
16.41	8057.81	0.00
16.56	8085.24	0.00
16.72	8112.41	0.00
16.88	8139.32	0.00
17.04	8165.98	0.00
17.19	8192.39	0.00
17.35	8218.57	0.00
17.51	8244.51	0.00
17.66	8270.21	0.00
17.82	8295.69	0.00
17.98	8320.94	0.00
18.13	8345.97	0.00
18.29	8370.79	0.00
18.45	8395.39	0.00
18.60	8419.78	0.00
18.76	8443.97	0.00
18.92	8467.96	0.00
19.08	8491.74	0.00
19.23	8515.33	0.00
19.39	8538.73	0.00
19.55	8561.94	0.00
19.70	8584.96	0.00
19.86	8607.80	0.00
20.02	8630.46	0.00
20.17	8652.94	0.00
20.33	8675.25	0.00
20.49	8697.38	0.00
20.64	8719.35	0.00
20.80	8741.15	0.00
20.96	8762.78	0.00
21.11	8784.25	0.00
21.27	8805.57	0.00
21.43	8826.72	0.00
21.58	8847.72	0.00
21.74	8868.57	0.00
21.90	8889.27	0.00
22.06	8909.82	0.00
22.21	8930.22	0.00
22.37	8950.48	0.00
22.53	8970.60	0.00
22.68	8990.57	0.00
22.84	9010.41	0.00
23.00	9030.11	0.00
23.15	9049.68	0.00
23.31	9069.12	0.00
23.47	9088.42	0.00
23.62	9107.60	0.00
23.78	9126.65	0.00
23.94	9145.57	0.00
24.09	9164.37	0.00
24.25	9183.05	0.00
24.41	9201.61	0.00
24.56	9220.04	0.00
24.72	9238.36	0.00
24.88	9256.57	0.00
25.03	9274.66	0.00
25.19	9292.63	0.00
25.35	9310.50	0.00
25.50	9328.25	0.00
25.66	9345.89	0.00
25.82	9363.43	0.00
25.97	9380.86	0.00
26.13	9398.18	0.00
26.29	9415.41	0.00
26.44	9432.52	0.00
26.60	9449.54	0.00
26.76	9466.46	0.00
26.91	9483.27	0.00
27.07	9499.99	0.00
27.23	9516.62	0.00
27.38	9533.14	0.00
27.54	9549.58	0.00
27.70	9565.92	0.00
27.85	9582.16	0.00
28.01	9598.32	0.00
28.17	9614.38	0.00
28.32	9630.36	0.00
28.48	9646.25	0.00
28.64	9662.05	0.00
28.79	9677.76	0.00
28.95	9693.39	0.00
29.11	9708.93	0.00
29.26	9724.39	0.00
29.42	9739.77	0.00
29.58	9755.06	0.00
29.73	9770.28	0.00
29.89	9785.41	0.00
30.05	9800.46	0.00
30.20	9815.44	0.00
30.36	9830.34	0.00
30.52	9845.16	0.00
30.67	9859.91	0.00
30.83	9874.58	0.00
30.99	9889.17	0.00
31.14	9903.69	0.00
31.30	9918.14	0.00
31.46	9932.52	0.00
31.61	9946.82	0.00
31.77	9961.06	0.00
31.93	9975.22	0.00
32.08	9989.32	0.00
32.24	10003.34	0.00
32.40	10017.30	0.00
32.55	10031.19	0.00
32.71	10045.01	0.00
32.87	10058.77	0.00
33.02	10072.46	0.00
33.18	10086.09	0.00
33.34	10099.65	0.00
33.49	10113.15	0.00
33.65	10126.58	0.00
33.81	10139.96	0.00
33.96	10153.27	0.00
34.12	10166.52	0.00
34.28	10179.70	0.00
34.43	10192.83	0.00
34.59	10205.90	0.00
34.75	10218.91	0.00
34.90	10231.86	0.00
35.06	10244.75	0.00
35.22	10257.59	0.00
35.37	10270.37	0.00
35.53	10283.09	0.00
35.69	10295.75	0.00
35.84	10308.36	0.00
36.00	10320.92	0.00
36.16	10333.42	0.00
36.31	10345.87	0.00
36.47	10358.26	0.00
36.63	10370.60	0.00
36.78	10382.88	0.00
36.94	10395.12	0.00
37.10	10407.30	0.00
37.25	10419.43	0.00
37.41	10431.51	0.00
37.57	10443.54	0.00
37.72	10455.52	0.00
37.88	10467.45	0.00
38.03	10479.33	0.00
38.19	10491.16	0.00
38.35	10502.94	0.00
38.50	10514.68	0.00
38.66	10526.37	0.00
38.82	10538.00	0.00
38.97	10549.60	0.00
39.13	10561.14	0.00
39.29	10572.64	0.00
39.44	10584.10	0.00
39.60	10595.51	0.00
39.76	10606.87	0.00
39.91	10618.19	0.00
40.07	10629.46	0.00
40.23	10640.69	0.00
40.38	10651.88	0.00
40.54	10663.02	0.00
40.70	10674.12	0.00
40.85	10685.18	0.00
41.01	10696.20	0.00
41.17	10707.17	0.00
41.32	10718.10	0.00
41.48	10728.99	0.00
41.64	10739.84	0.00
41.79	10750.65	0.00
41.95	10761.41	0.00
42.11	10772.14	0.00
42.26	10782.83	0.00
42.42	10793.48	0.00
42.57	10804.09	0.00
42.73	10814.66	0.00
42.89	10825.19	0.00
43.04	10835.68	0.00
43.20	10846.13	0.00
43.36	10856.55	0.00
43.51	10866.93	0.00
43.67	10877.27	0.00
43.83	10887.58	0.00
43.98	10897.84	0.00
44.14	10908.07	0.00
44.30	10918.27	0.00
44.45	10928.43	0.00
44.61	10938.55	0.00
44.77	10948.64	0.00
44.92	10958.69	0.00
45.08	10968.71	0.00
45.24	10978.69	0.00
45.39	10988.64	0.00
45.55	10998.55	0.00
45.71	11008.43	0.00
45.86	11018.28	0.00
46.02	11028.09	0.00
46.17	11037.87	0.00
46.33	11047.61	0.00
46.49	11057.33	0.00
46.64	11067.01	0.00
46.80	11076.65	0.00
46.96	11086.27	0.00
47.11	11095.85	0.00
47.27	11105.40	0.00
47.43	11114.92	0.00
47.58	11124.41	0.00
47.74	11133.87	0.00
47.90	11143.29	0.00
48.05	11152.69	0.00
48.21	11162.05	0.00
48.37	11171.39	0.00
48.52	11180.69	0.00
48.68	11189.97	0.00
48.84	11199.21	0.00
48.99	11208.43	0.00
49.15	11217.61	0.00
49.30	11226.77	0.00
49.46	11235.89	0.00
49.62	11244.99	0.00
49.77	11254.06	0.00
49.93	11263.10	0.00
50.09	11272.12	0.00
50.24	11281.10	0.00
50.40	11290.06	0.00
50.56	11298.98	0.00
50.71	11307.89	0.00
50.87	11316.76	0.00
51.03	11325.61	0.00
51.18	11334.42	0.00
51.34	11343.22	0.00
51.50	11351.98	0.00
51.65	11360.72	0.00
51.81	11369.43	0.00
51.96	11378.12	0.00
52.12	11386.78	0.00
52.28	11395.41	0.00
52.43	11404.02	0.00
52.59	11412.60	0.00
52.75	11421.16	0.00
52.90	11429.69	0.00
53.06	11438.20	0.00
53.22	11446.68	0.00
53.37	11455.13	0.00
53.53	11463.56	0.00
53.69	11471.97	0.00
53.84	11480.35	0.00
54.00	11488.71	0.00
54.16	11497.04	0.00
54.31	11505.35	0.00
54.47	11513.64	0.00
54.62	11521.90	0.00
54.78	11530.14	0.00
54.94	11538.35	0.00
55.09	11546.54	0.00
55.25	11554.71	0.00
55.41	11562.86	0.00
55.56	11570.98	0.00
55.72	11579.08	0.00
55.88	11587.15	0.00
56.03	11595.21	0.00
56.19	11603.24	0.00
56.35	11611.25	0.00
56.50	11619.23	0.00
56.66	11627.20	0.00
56.82	11635.14	0.00
56.97	11643.06	0.00
57.13	11650.96	0.00
57.28	11658.83	0.00
57.44	11666.69	0.00
57.60	11674.52	0.00
57.75	11682.34	0.00
57.91	11690.13	0.00
58.07	11697.90	0.00
58.22	11705.65	0.00
58.38	11713.38	0.00
58.54	11721.09	0.00
58.69	11728.77	0.00
58.85	11736.44	0.00
59.01	11744.09	0.00
59.16	11751.71	0.00
59.32	11759.32	0.00
59.48	11766.91	0.00
59.63	11774.47	0.00
59.79	11782.02	0.00
59.94	11789.54	0.00
60.10	11797.05	0.00
60.26	11804.54	0.00
60.41	11812.01	0.00
60.57	11819.46	0.00
60.73	11826.89	0.00
60.88	11834.30	0.00
61.04	11841.69	0.00
61.20	11849.06	0.00
61.35	11856.41	0.00
61.51	11863.75	0.00
61.67	11871.06	0.00
61.82	11878.36	0.00
61.98	11885.64	0.00
62.13	11892.90	0.00
62.29	11900.14	0.00
62.45	11907.37	0.00
62.60	11914.57	0.00
62.76	11921.76	0.00
62.92	11928.93	0.00
63.07	11936.08	0.00
63.23	11943.22	0.00
63.39	11950.33	0.00
63.54	11957.43	0.00
63.70	11964.52	0.00
63.86	11971.58	0.00
64.01	11978.63	0.00
64.17	11985.66	0.00
64.32	11992.67	0.00
64.48	11999.67	0.00
64.64	12006.64	0.00
64.79	12013.61	0.00
64.95	12020.55	0.00
65.11	12027.48	0.00
65.26	12034.39	0.00
65.42	12041.29	0.00
65.58	12048.17	0.00
65.73	12055.03	0.00
65.89	12061.87	0.00
66.05	12068.70	0.00
66.20	12075.52	0.00
66.36	12082.31	0.00
66.51	12089.10	0.00
66.67	12095.86	0.00
66.83	12102.61	0.00
66.98	12109.34	0.00
67.14	12116.06	0.00
67.30	12122.76	0.00
67.45	12129.45	0.00
67.61	12136.12	0.00
67.77	12142.78	0.00
67.92	12149.42	0.00
68.08	12156.04	0.00
68.24	12162.65	0.00
68.39	12169.25	0.00
68.55	12175.83	0.00
68.70	12182.39	0.00
68.86	12188.94	0.00
69.02	12195.48	0.00
69.17	12202.00	0.00
69.33	12208.50	0.00
69.49	12214.99	0.00
69.64	12221.47	0.00
69.80	12227.93	0.00
69.96	12234.38	0.00
70.11	12240.81	0.00
70.27	12247.23	0.00
70.43	12253.63	0.00
70.58	12260.02	0.00
70.74	12266.40	0.00
70.89	12272.76	0.00
71.05	12279.11	0.00
71.21	12285.44	0.00
71.36	12291.76	0.00
71.52	12298.07	0.00
71.68	12304.36	0.00
71.83	12310.64	0.00
71.99	12316.90	0.00
72.15	12323.15	0.00
72.30	12329.39	0.00
72.46	12335.61	0.00
72.62	12341.82	0.00
72.77	12348.02	0.00
72.93	12354.20	0.00
73.08	12360.37	0.00
73.24	12366.53	0.00
73.40	12372.68	0.00
73.55	12378.81	0.00
73.71	12384.92	0.00
73.87	12391.03	0.00
74.02	12397.12	0.00
74.18	12403.20	0.00
74.34	12409.27	0.00
74.49	12415.32	0.00
74.65	12421.36	0.00
74.80	12427.39	0.00
74.96	12433.41	0.00
75.12	12439.41	0.00
75.27	12445.40	0.00
75.43	12451.38	0.00
75.59	12457.34	0.00
75.74	12463.30	0.00
75.90	12469.24	0.00
76.06	12475.17	0.00
76.21	12481.08	0.00
76.37	12486.99	0.00
76.53	12492.88	0.00
76.68	12498.76	0.00
76.84	12504.63	0.00
76.99	12510.49	0.00
77.15	12516.33	0.00
77.31	12522.16	0.00
77.46	12527.98	0.00
77.62	12533.79	0.00
77.78	12539.59	0.00
77.93	12545.38	0.00
78.09	12551.15	0.00
78.25	12556.91	0.00
78.40	12562.66	0.00
78.56	12568.40	0.00
78.71	12574.13	0.00
78.87	12579.85	0.00
79.03	12585.55	0.00
79.18	12591.25	0.00
79.34	12596.93	0.00
79.50	12602.60	0.00
79.65	12608.26	0.00
79.81	12613.91	0.00
79.97	12619.55	0.00
80.12	12625.18	0.00
80.28	12630.80	0.00
80.44	12636.40	0.00
80.59	12642.00	0.00
80.75	12647.58	0.00
80.90	12653.15	0.00
81.06	12658.71	0.00
81.22	12664.27	0.00
81.37	12669.81	0.00
81.53	12675.34	0.00
81.69	12680.86	0.00
81.84	12686.36	0.00
82.00	12691.86	0.00
82.16	12697.35	0.00
82.31	12702.83	0.00
82.47	12708.30	0.00
82.62	12713.75	0.00
82.78	12719.20	0.00
82.94	12724.63	0.00
83.09	12730.06	0.00
83.25	12735.48	0.00
83.41	12740.88	0.00
83.56	12746.28	0.00
83.72	12751.66	0.00
83.88	12757.04	0.00
84.03	12762.40	0.00
84.19	12767.76	0.00
84.35	12773.10	0.00
84.50	12778.44	0.00
84.66	12783.76	0.00
84.81	12789.08	0.00
84.97	12794.38	0.00
85.13	12799.68	0.00
85.28	12804.97	0.00
85.44	12810.24	0.00
85.60	12815.51	0.00
85.75	12820.77	0.00
85.91	12826.01	0.00
86.07	12831.25	0.00
86.22	12836.48	0.00
86.38	12841.70	0.00
86.53	12846.91	0.00
86.69	12852.11	0.00
86.85	12857.30	0.00
87.00	12862.48	0.00
87.16	12867.65	0.00
87.32	12872.82	0.00
87.47	12877.97	0.00
87.63	12883.12	0.00
87.79	12888.25	0.00
87.94	12893.38	0.00
88.10	12898.49	0.00
88.25	12903.60	0.00
88.41	12908.70	0.00
88.57	12913.79	0.00
88.72	12918.87	0.00
88.88	12923.94	0.00
89.04	12929.01	0.00
89.19	12934.06	0.00
89.35	12939.11	0.00
89.51	12944.14	0.00
89.66	12949.17	0.00
89.82	12954.19	0.00
89.97	12959.20	0.00
90.00	12960.00	0.00
