# Tilt	Rotation	RotationIndex	Omega	Weights	mrd
83.63	225.29	45.00	5.00	0.00	0.00
83.63	314.71	63.00	-5.00	0.00	0.00
83.78	25.12	5.00	10.00	0.00	0.00
83.78	154.88	31.00	-10.00	0.00	0.00
83.78	205.12	41.00	-10.00	0.00	0.00
83.78	334.88	67.00	10.00	0.00	0.00
83.79	70.75	14.00	-10.00	0.00	0.00
83.79	109.25	22.00	10.00	0.00	0.00
83.79	250.75	50.00	10.00	0.00	0.00
83.79	289.25	58.00	-10.00	0.00	0.00
83.92	81.56	16.00	-20.00	0.00	0.00
83.92	98.44	20.00	20.00	0.00	0.00
83.92	261.56	52.00	20.00	0.00	0.00
83.92	278.44	56.00	-20.00	0.00	0.00
83.95	50.30	10.00	-5.00	0.00	0.00
83.95	129.70	26.00	5.00	0.00	0.00
83.95	230.30	46.00	5.00	0.00	0.00
83.95	309.70	62.00	-5.00	0.00	0.00
84.19	30.13	6.00	10.00	0.00	0.00
84.19	149.87	30.00	-10.00	0.00	0.00
84.19	210.13	42.00	-10.00	0.00	0.00
84.19	329.87	66.00	10.00	0.00	0.00
84.24	55.31	11.00	15.00	0.00	0.00
84.24	124.69	25.00	-15.00	0.00	0.00
84.24	235.31	47.00	-15.00	0.00	0.00
84.24	304.69	61.00	15.00	0.00	0.00
84.30	55.31	11.00	-5.00	0.00	0.00
84.30	124.69	25.00	5.00	0.00	0.00
84.30	235.31	47.00	5.00	0.00	0.00
84.30	304.69	61.00	-5.00	0.00	0.00
84.30	250.60	50.00	-25.00	0.00	0.00
84.30	70.60	14.00	25.00	0.00	0.00
84.30	109.40	22.00	-25.00	0.00	0.00
84.30	289.40	58.00	25.00	0.00	0.00
84.39	65.44	13.00	20.00	0.00	0.00
84.39	114.56	23.00	-20.00	0.00	0.00
84.39	245.44	49.00	-20.00	0.00	0.00
84.39	294.56	59.00	20.00	0.00	0.00
84.62	75.70	15.00	-10.00	0.00	0.00
84.62	104.30	21.00	10.00	0.00	0.00
84.62	255.70	51.00	10.00	0.00	0.00
84.62	284.30	57.00	-10.00	0.00	0.00
84.65	35.13	7.00	10.00	0.00	0.00
84.65	144.87	29.00	-10.00	0.00	0.00
84.65	215.13	43.00	-10.00	0.00	0.00
84.65	324.87	65.00	10.00	0.00	0.00
84.66	240.31	48.00	5.00	0.00	0.00
84.66	60.31	12.00	-5.00	0.00	0.00
84.66	119.69	24.00	5.00	0.00	0.00
84.66	299.69	60.00	-5.00	0.00	0.00
84.67	81.06	16.00	-15.00	0.00	0.00
84.67	98.94	20.00	15.00	0.00	0.00
84.67	261.06	52.00	15.00	0.00	0.00
84.67	278.94	56.00	-15.00	0.00	0.00
85.04	87.09	17.00	-30.00	0.00	0.00
85.04	92.91	19.00	30.00	0.00	0.00
85.04	267.09	53.00	30.00	0.00	0.00
85.04	272.91	55.00	-30.00	0.00	0.00
85.05	65.31	13.00	-5.00	0.00	0.00
85.05	114.69	23.00	5.00	0.00	0.00
85.05	245.31	49.00	5.00	0.00	0.00
85.05	294.69	59.00	-5.00	0.00	0.00
85.05	284.46	57.00	30.00	0.00	0.00
85.05	75.54	15.00	30.00	0.00	0.00
85.05	104.46	21.00	-30.00	0.00	0.00
85.05	255.54	51.00	-30.00	0.00	0.00
85.18	40.11	8.00	10.00	0.00	0.00
85.18	139.89	28.00	-10.00	0.00	0.00
85.18	220.11	44.00	-10.00	0.00	0.00
85.18	319.89	64.00	10.00	0.00	0.00
85.31	93.33	19.00	25.00	0.00	0.00
85.31	266.67	53.00	25.00	0.00	0.00
85.31	86.67	17.00	-25.00	0.00	0.00
85.31	273.33	55.00	-25.00	0.00	0.00
85.34	240.21	48.00	-15.00	0.00	0.00
85.34	60.21	12.00	15.00	0.00	0.00
85.34	119.79	24.00	-15.00	0.00	0.00
85.34	299.79	60.00	15.00	0.00	0.00
85.46	70.30	14.00	-5.00	0.00	0.00
85.46	109.70	22.00	5.00	0.00	0.00
85.46	250.30	50.00	5.00	0.00	0.00
85.46	289.70	58.00	-5.00	0.00	0.00
85.47	80.64	16.00	-10.00	0.00	0.00
85.47	99.36	20.00	10.00	0.00	0.00
85.47	260.64	52.00	10.00	0.00	0.00
85.47	279.36	56.00	-10.00	0.00	0.00
85.62	86.27	17.00	-20.00	0.00	0.00
85.62	93.73	19.00	20.00	0.00	0.00
85.62	266.27	53.00	20.00	0.00	0.00
85.62	273.73	55.00	-20.00	0.00	0.00
85.77	45.09	9.00	10.00	0.00	0.00
85.77	134.91	27.00	-10.00	0.00	0.00
85.77	225.09	45.00	-10.00	0.00	0.00
85.77	314.91	63.00	10.00	0.00	0.00
85.87	75.29	15.00	-5.00	0.00	0.00
85.87	104.71	21.00	5.00	0.00	0.00
85.87	255.29	51.00	5.00	0.00	0.00
85.87	284.71	57.00	-5.00	0.00	0.00
85.96	85.91	17.00	-15.00	0.00	0.00
85.96	94.09	19.00	15.00	0.00	0.00
85.96	265.91	53.00	15.00	0.00	0.00
85.96	274.09	55.00	-15.00	0.00	0.00
85.98	70.20	14.00	20.00	0.00	0.00
85.98	109.80	22.00	-20.00	0.00	0.00
85.98	250.20	50.00	-20.00	0.00	0.00
85.98	289.80	58.00	20.00	0.00	0.00
86.30	80.28	16.00	-5.00	0.00	0.00
86.30	99.72	20.00	5.00	0.00	0.00
86.30	260.28	52.00	5.00	0.00	0.00
86.30	279.72	56.00	-5.00	0.00	0.00
86.32	284.82	57.00	25.00	0.00	0.00
86.32	75.18	15.00	25.00	0.00	0.00
86.32	104.82	21.00	-25.00	0.00	0.00
86.32	255.18	51.00	-25.00	0.00	0.00
86.33	85.57	17.00	-10.00	0.00	0.00
86.33	94.43	19.00	10.00	0.00	0.00
86.33	265.57	53.00	10.00	0.00	0.00
86.33	274.43	55.00	-10.00	0.00	0.00
86.41	50.05	10.00	10.00	0.00	0.00
86.41	129.95	26.00	-10.00	0.00	0.00
86.41	230.05	46.00	-10.00	0.00	0.00
86.41	309.95	62.00	10.00	0.00	0.00
86.49	245.08	49.00	-15.00	0.00	0.00
86.49	294.92	59.00	15.00	0.00	0.00
86.49	65.08	13.00	15.00	0.00	0.00
86.49	114.92	23.00	-15.00	0.00	0.00
86.73	85.27	17.00	-5.00	0.00	0.00
86.73	94.73	19.00	5.00	0.00	0.00
86.73	265.27	53.00	5.00	0.00	0.00
86.73	274.73	55.00	-5.00	0.00	0.00
87.10	55.00	11.00	10.00	0.00	0.00
87.10	235.00	47.00	-10.00	0.00	0.00
87.10	125.00	25.00	-10.00	0.00	0.00
87.10	305.00	61.00	10.00	0.00	0.00
87.15	0.00	0.00	0.00	0.00	0.00
87.15	5.00	1.00	0.00	0.00	0.00
87.15	10.00	2.00	0.00	0.00	0.00
87.15	15.00	3.00	0.00	0.00	0.00
87.15	20.00	4.00	0.00	0.00	0.00
87.15	25.00	5.00	0.00	0.00	0.00
87.15	30.00	6.00	0.00	0.00	0.00
87.15	35.00	7.00	0.00	0.00	0.00
87.15	40.00	8.00	0.00	0.00	0.00
87.15	45.00	9.00	0.00	0.00	0.00
87.15	50.00	10.00	0.00	0.00	0.00
87.15	55.00	11.00	0.00	0.00	0.00
87.15	60.00	12.00	0.00	0.00	0.00
87.15	65.00	13.00	0.00	0.00	0.00
87.15	70.00	14.00	0.00	0.00	0.00
87.15	75.00	15.00	0.00	0.00	0.00
87.15	80.00	16.00	0.00	0.00	0.00
87.15	85.00	17.00	0.00	0.00	0.00
87.15	90.00	18.00	0.00	0.00	0.00
87.15	95.00	19.00	0.00	0.00	0.00
87.15	100.00	20.00	0.00	0.00	0.00
87.15	105.00	21.00	0.00	0.00	0.00
87.15	110.00	22.00	0.00	0.00	0.00
87.15	115.00	23.00	0.00	0.00	0.00
87.15	120.00	24.00	0.00	0.00	0.00
87.15	125.00	25.00	0.00	0.00	0.00
87.15	130.00	26.00	0.00	0.00	0.00
87.15	135.00	27.00	0.00	0.00	0.00
87.15	140.00	28.00	0.00	0.00	0.00
87.15	145.00	29.00	0.00	0.00	0.00
87.15	150.00	30.00	0.00	0.00	0.00
87.15	155.00	31.00	0.00	0.00	0.00
87.15	160.00	32.00	0.00	0.00	0.00
87.15	165.00	33.00	0.00	0.00	0.00
87.15	170.00	34.00	0.00	0.00	0.00
87.15	175.00	35.00	0.00	0.00	0.00
87.15	180.00	36.00	0.00	0.00	0.00
87.15	185.00	37.00	0.00	0.00	0.00
87.15	190.00	38.00	0.00	0.00	0.00
87.15	195.00	39.00	0.00	0.00	0.00
87.15	200.00	40.00	0.00	0.00	0.00
87.15	205.00	41.00	0.00	0.00	0.00
87.15	210.00	42.00	0.00	0.00	0.00
87.15	215.00	43.00	0.00	0.00	0.00
87.15	220.00	44.00	0.00	0.00	0.00
87.15	225.00	45.00	0.00	0.00	0.00
87.15	230.00	46.00	0.00	0.00	0.00
87.15	235.00	47.00	0.00	0.00	0.00
87.15	240.00	48.00	0.00	0.00	0.00
87.15	245.00	49.00	0.00	0.00	0.00
87.15	250.00	50.00	0.00	0.00	0.00
87.15	255.00	51.00	0.00	0.00	0.00
87.15	260.00	52.00	0.00	0.00	0.00
87.15	265.00	53.00	0.00	0.00	0.00
87.15	270.00	54.00	0.00	0.00	0.00
87.15	275.00	55.00	0.00	0.00	0.00
87.15	280.00	56.00	0.00	0.00	0.00
87.15	285.00	57.00	0.00	0.00	0.00
87.15	290.00	58.00	0.00	0.00	0.00
87.15	295.00	59.00	0.00	0.00	0.00
87.15	300.00	60.00	0.00	0.00	0.00
87.15	305.00	61.00	0.00	0.00	0.00
87.15	310.00	62.00	0.00	0.00	0.00
87.15	315.00	63.00	0.00	0.00	0.00
87.15	320.00	64.00	0.00	0.00	0.00
87.15	325.00	65.00	0.00	0.00	0.00
87.15	330.00	66.00	0.00	0.00	0.00
87.15	335.00	67.00	0.00	0.00	0.00
87.15	340.00	68.00	0.00	0.00	0.00
87.15	345.00	69.00	0.00	0.00	0.00
87.15	350.00	70.00	0.00	0.00	0.00
87.15	355.00	71.00	0.00	0.00	0.00
87.16	89.75	18.00	5.00	0.00	0.00
87.16	90.25	18.00	-5.00	0.00	0.00
87.16	269.75	54.00	-5.00	0.00	0.00
87.16	270.25	54.00	5.00	0.00	0.00
87.20	89.51	18.00	10.00	0.00	0.00
87.20	90.49	18.00	-10.00	0.00	0.00
87.20	269.51	54.00	-10.00	0.00	0.00
87.20	270.49	54.00	10.00	0.00	0.00
87.25	90.74	18.00	-15.00	0.00	0.00
87.25	270.74	54.00	15.00	0.00	0.00
87.25	89.26	18.00	15.00	0.00	0.00
87.25	269.26	54.00	-15.00	0.00	0.00
87.33	89.03	18.00	20.00	0.00	0.00
87.33	90.97	18.00	-20.00	0.00	0.00
87.33	269.03	54.00	-20.00	0.00	0.00
87.33	270.97	54.00	20.00	0.00	0.00
87.42	91.20	18.00	-25.00	0.00	0.00
87.42	271.20	54.00	25.00	0.00	0.00
87.42	88.80	18.00	25.00	0.00	0.00
87.42	268.80	54.00	-25.00	0.00	0.00
87.49	79.91	16.00	30.00	0.00	0.00
87.49	100.09	20.00	-30.00	0.00	0.00
87.49	259.91	52.00	-30.00	0.00	0.00
87.49	280.09	56.00	30.00	0.00	0.00
87.54	271.42	54.00	30.00	0.00	0.00
87.54	88.58	18.00	30.00	0.00	0.00
87.54	91.42	18.00	-30.00	0.00	0.00
87.54	268.58	54.00	-30.00	0.00	0.00
87.60	84.77	17.00	5.00	0.00	0.00
87.60	95.23	19.00	-5.00	0.00	0.00
87.60	264.77	53.00	-5.00	0.00	0.00
87.60	275.23	55.00	5.00	0.00	0.00
87.61	105.08	21.00	-20.00	0.00	0.00
87.61	285.08	57.00	20.00	0.00	0.00
87.61	74.92	15.00	20.00	0.00	0.00
87.61	254.92	51.00	-20.00	0.00	0.00
87.68	249.93	50.00	-15.00	0.00	0.00
87.68	69.93	14.00	15.00	0.00	0.00
87.68	110.07	22.00	-15.00	0.00	0.00
87.68	290.07	58.00	15.00	0.00	0.00
87.83	59.95	12.00	10.00	0.00	0.00
87.83	120.05	24.00	-10.00	0.00	0.00
87.83	239.95	48.00	-10.00	0.00	0.00
87.83	300.05	60.00	10.00	0.00	0.00
87.85	0.00	0.00	5.00	0.00	0.00
87.85	180.00	36.00	-5.00	0.00	0.00
87.87	5.00	1.00	5.00	0.00	0.00
87.87	175.00	35.00	-5.00	0.00	0.00
87.87	185.00	37.00	-5.00	0.00	0.00
87.87	355.00	71.00	5.00	0.00	0.00
87.92	9.99	2.00	5.00	0.00	0.00
87.92	170.01	34.00	-5.00	0.00	0.00
87.92	189.99	38.00	-5.00	0.00	0.00
87.92	350.01	70.00	5.00	0.00	0.00
88.02	14.99	3.00	5.00	0.00	0.00
88.02	165.01	33.00	-5.00	0.00	0.00
88.02	194.99	39.00	-5.00	0.00	0.00
88.02	345.01	69.00	5.00	0.00	0.00
88.03	79.79	16.00	5.00	0.00	0.00
88.03	100.21	20.00	-5.00	0.00	0.00
88.03	259.79	52.00	-5.00	0.00	0.00
88.03	280.21	56.00	5.00	0.00	0.00
88.06	84.58	17.00	10.00	0.00	0.00
88.06	95.42	19.00	-10.00	0.00	0.00
88.06	264.58	53.00	-10.00	0.00	0.00
88.06	275.42	55.00	10.00	0.00	0.00
88.15	19.99	4.00	5.00	0.00	0.00
88.15	160.01	32.00	-5.00	0.00	0.00
88.15	199.99	40.00	-5.00	0.00	0.00
88.15	340.01	68.00	5.00	0.00	0.00
88.31	24.98	5.00	5.00	0.00	0.00
88.31	155.02	31.00	-5.00	0.00	0.00
88.31	204.98	41.00	-5.00	0.00	0.00
88.31	335.02	67.00	5.00	0.00	0.00
88.38	79.73	16.00	25.00	0.00	0.00
88.38	100.27	20.00	-25.00	0.00	0.00
88.38	259.73	52.00	-25.00	0.00	0.00
88.38	280.27	56.00	25.00	0.00	0.00
88.46	74.81	15.00	5.00	0.00	0.00
88.46	254.81	51.00	-5.00	0.00	0.00
88.46	105.19	21.00	-5.00	0.00	0.00
88.46	285.19	57.00	5.00	0.00	0.00
88.51	29.97	6.00	5.00	0.00	0.00
88.51	150.03	30.00	-5.00	0.00	0.00
88.51	209.97	42.00	-5.00	0.00	0.00
88.51	330.03	66.00	5.00	0.00	0.00
88.54	84.44	17.00	15.00	0.00	0.00
88.54	95.56	19.00	-15.00	0.00	0.00
88.54	264.44	53.00	-15.00	0.00	0.00
88.54	275.56	55.00	15.00	0.00	0.00
88.60	64.89	13.00	10.00	0.00	0.00
88.60	115.11	23.00	-10.00	0.00	0.00
88.60	244.89	49.00	-10.00	0.00	0.00
88.60	295.11	59.00	10.00	0.00	0.00
88.75	34.96	7.00	5.00	0.00	0.00
88.75	145.04	29.00	-5.00	0.00	0.00
88.75	214.96	43.00	-5.00	0.00	0.00
88.75	325.04	65.00	5.00	0.00	0.00
88.87	69.84	14.00	5.00	0.00	0.00
88.87	110.16	22.00	-5.00	0.00	0.00
88.87	290.16	58.00	5.00	0.00	0.00
88.87	249.84	50.00	-5.00	0.00	0.00
88.91	74.78	15.00	15.00	0.00	0.00
88.91	105.22	21.00	-15.00	0.00	0.00
88.91	254.78	51.00	-15.00	0.00	0.00
88.91	285.22	57.00	15.00	0.00	0.00
88.92	280.34	56.00	10.00	0.00	0.00
88.92	79.66	16.00	10.00	0.00	0.00
88.92	100.34	20.00	-10.00	0.00	0.00
88.92	259.66	52.00	-10.00	0.00	0.00
89.01	39.95	8.00	5.00	0.00	0.00
89.01	140.05	28.00	-5.00	0.00	0.00
89.01	219.95	44.00	-5.00	0.00	0.00
89.01	320.05	64.00	5.00	0.00	0.00
89.03	275.67	55.00	20.00	0.00	0.00
89.03	84.33	17.00	20.00	0.00	0.00
89.03	95.67	19.00	-20.00	0.00	0.00
89.03	264.33	53.00	-20.00	0.00	0.00
89.27	64.86	13.00	5.00	0.00	0.00
89.27	115.14	23.00	-5.00	0.00	0.00
89.27	244.86	49.00	-5.00	0.00	0.00
89.27	295.14	59.00	5.00	0.00	0.00
89.27	79.63	16.00	20.00	0.00	0.00
89.27	100.37	20.00	-20.00	0.00	0.00
89.27	259.63	52.00	-20.00	0.00	0.00
89.27	280.37	56.00	20.00	0.00	0.00
89.31	44.93	9.00	5.00	0.00	0.00
89.31	135.07	27.00	-5.00	0.00	0.00
89.31	224.93	45.00	-5.00	0.00	0.00
89.31	315.07	63.00	5.00	0.00	0.00
89.40	69.82	14.00	10.00	0.00	0.00
89.40	110.18	22.00	-10.00	0.00	0.00
89.40	249.82	50.00	-10.00	0.00	0.00
89.40	290.18	58.00	10.00	0.00	0.00
89.53	84.27	17.00	25.00	0.00	0.00
89.53	275.73	55.00	25.00	0.00	0.00
89.53	95.73	19.00	-25.00	0.00	0.00
89.53	264.27	53.00	-25.00	0.00	0.00
89.63	49.92	10.00	5.00	0.00	0.00
89.63	130.08	26.00	-5.00	0.00	0.00
89.63	229.92	46.00	-5.00	0.00	0.00
89.63	310.08	62.00	5.00	0.00	0.00
89.66	59.88	12.00	5.00	0.00	0.00
89.66	120.12	24.00	-5.00	0.00	0.00
89.66	239.88	48.00	-5.00	0.00	0.00
89.66	300.12	60.00	5.00	0.00	0.00
89.77	74.74	15.00	10.00	0.00	0.00
89.77	105.26	21.00	-10.00	0.00	0.00
89.77	254.74	51.00	-10.00	0.00	0.00
89.77	285.26	57.00	10.00	0.00	0.00
89.82	280.39	56.00	15.00	0.00	0.00
89.82	79.61	16.00	15.00	0.00	0.00
89.82	100.39	20.00	-15.00	0.00	0.00
89.82	259.61	52.00	-15.00	0.00	0.00
89.97	84.25	17.00	30.00	0.00	0.00
89.97	95.75	19.00	-30.00	0.00	0.00
89.97	264.25	53.00	-30.00	0.00	0.00
89.97	275.75	55.00	30.00	0.00	0.00
89.97	54.90	11.00	5.00	0.00	0.00
89.97	234.90	47.00	-5.00	0.00	0.00
89.97	125.10	25.00	-5.00	0.00	0.00
89.97	305.10	61.00	5.00	0.00	0.00
