# Tilt	Rotation	RotationIndex	Omega	Weights	mrd
64.77	337.81	68.00	30.00	0.00	0.00
64.81	45.19	8.00	-30.00	0.00	0.00
64.81	134.81	28.00	30.00	0.00	0.00
64.81	225.19	44.00	30.00	0.00	0.00
64.81	314.81	64.00	-30.00	0.00	0.00
65.76	33.21	6.00	-25.00	0.00	0.00
65.76	146.79	30.00	25.00	0.00	0.00
65.76	213.21	42.00	25.00	0.00	0.00
65.76	326.79	66.00	-25.00	0.00	0.00
65.82	27.56	5.00	30.00	0.00	0.00
65.82	152.44	31.00	-30.00	0.00	0.00
65.82	207.56	41.00	-30.00	0.00	0.00
65.82	332.44	67.00	30.00	0.00	0.00
66.66	50.28	9.00	-30.00	0.00	0.00
66.66	129.72	27.00	30.00	0.00	0.00
66.66	230.28	45.00	30.00	0.00	0.00
66.66	309.72	63.00	-30.00	0.00	0.00
67.00	38.49	7.00	-25.00	0.00	0.00
67.00	218.49	43.00	25.00	0.00	0.00
67.00	141.51	29.00	25.00	0.00	0.00
67.00	321.51	65.00	-25.00	0.00	0.00
67.08	32.83	6.00	30.00	0.00	0.00
67.08	147.17	30.00	-30.00	0.00	0.00
67.08	212.83	42.00	-30.00	0.00	0.00
67.08	327.17	66.00	30.00	0.00	0.00
67.15	0.00	0.00	-20.00	0.00	0.00
67.15	180.00	36.00	20.00	0.00	0.00
67.23	5.42	1.00	-20.00	0.00	0.00
67.23	185.42	37.00	20.00	0.00	0.00
67.23	354.58	71.00	-20.00	0.00	0.00
67.23	174.58	35.00	20.00	0.00	0.00
67.48	10.82	2.00	-20.00	0.00	0.00
67.48	169.18	34.00	20.00	0.00	0.00
67.48	190.82	38.00	20.00	0.00	0.00
67.48	349.18	70.00	-20.00	0.00	0.00
67.85	0.00	0.00	25.00	0.00	0.00
67.85	180.00	36.00	-25.00	0.00	0.00
67.88	16.20	3.00	-20.00	0.00	0.00
67.88	163.80	33.00	20.00	0.00	0.00
67.88	196.20	39.00	20.00	0.00	0.00
67.88	343.80	69.00	-20.00	0.00	0.00
67.95	5.39	1.00	25.00	0.00	0.00
67.95	174.61	35.00	-25.00	0.00	0.00
67.95	185.39	37.00	-25.00	0.00	0.00
67.95	354.61	71.00	25.00	0.00	0.00
68.24	10.76	2.00	25.00	0.00	0.00
68.24	169.24	34.00	-25.00	0.00	0.00
68.24	190.76	38.00	-25.00	0.00	0.00
68.24	349.24	70.00	25.00	0.00	0.00
68.39	43.67	8.00	-25.00	0.00	0.00
68.39	136.33	28.00	25.00	0.00	0.00
68.39	223.67	44.00	25.00	0.00	0.00
68.39	316.33	64.00	-25.00	0.00	0.00
68.43	21.55	4.00	-20.00	0.00	0.00
68.43	158.45	32.00	20.00	0.00	0.00
68.43	201.55	40.00	20.00	0.00	0.00
68.43	338.45	68.00	-20.00	0.00	0.00
68.53	38.00	7.00	30.00	0.00	0.00
68.53	142.00	29.00	-30.00	0.00	0.00
68.53	218.00	43.00	-30.00	0.00	0.00
68.53	322.00	65.00	30.00	0.00	0.00
68.65	55.23	10.00	-30.00	0.00	0.00
68.65	124.77	26.00	30.00	0.00	0.00
68.65	235.23	46.00	30.00	0.00	0.00
68.65	304.77	62.00	-30.00	0.00	0.00
68.73	196.10	39.00	-25.00	0.00	0.00
68.73	16.10	3.00	25.00	0.00	0.00
68.73	163.90	33.00	-25.00	0.00	0.00
68.73	343.90	69.00	25.00	0.00	0.00
69.13	206.86	41.00	20.00	0.00	0.00
69.13	26.86	5.00	-20.00	0.00	0.00
69.13	153.14	31.00	20.00	0.00	0.00
69.13	333.14	67.00	-20.00	0.00	0.00
69.41	21.40	4.00	25.00	0.00	0.00
69.41	158.60	32.00	-25.00	0.00	0.00
69.41	201.40	40.00	-25.00	0.00	0.00
69.41	338.60	68.00	25.00	0.00	0.00
69.91	48.76	9.00	-25.00	0.00	0.00
69.91	228.76	45.00	25.00	0.00	0.00
69.91	131.24	27.00	25.00	0.00	0.00
69.91	311.24	63.00	-25.00	0.00	0.00
69.97	32.11	6.00	-20.00	0.00	0.00
69.97	147.89	30.00	20.00	0.00	0.00
69.97	212.11	42.00	20.00	0.00	0.00
69.97	327.89	66.00	-20.00	0.00	0.00
70.15	43.04	8.00	30.00	0.00	0.00
70.15	223.04	44.00	-30.00	0.00	0.00
70.15	136.96	28.00	-30.00	0.00	0.00
70.15	316.96	64.00	30.00	0.00	0.00
70.27	26.64	5.00	25.00	0.00	0.00
70.27	206.64	41.00	-25.00	0.00	0.00
70.27	153.36	31.00	-25.00	0.00	0.00
70.27	333.36	67.00	25.00	0.00	0.00
70.77	240.06	47.00	30.00	0.00	0.00
70.77	60.06	11.00	-30.00	0.00	0.00
70.77	299.94	61.00	-30.00	0.00	0.00
70.77	119.94	25.00	30.00	0.00	0.00
70.94	37.31	7.00	-20.00	0.00	0.00
70.94	217.31	43.00	20.00	0.00	0.00
70.94	142.69	29.00	20.00	0.00	0.00
70.94	322.69	65.00	-20.00	0.00	0.00
71.30	31.82	6.00	25.00	0.00	0.00
71.30	148.18	30.00	-25.00	0.00	0.00
71.30	211.82	42.00	-25.00	0.00	0.00
71.30	328.18	66.00	25.00	0.00	0.00
71.56	233.76	46.00	25.00	0.00	0.00
71.56	53.76	10.00	-25.00	0.00	0.00
71.56	126.24	26.00	25.00	0.00	0.00
71.56	306.24	62.00	-25.00	0.00	0.00
71.93	47.98	9.00	30.00	0.00	0.00
71.93	132.02	27.00	-30.00	0.00	0.00
71.93	227.98	45.00	-30.00	0.00	0.00
71.93	312.02	63.00	30.00	0.00	0.00
72.04	42.44	8.00	-20.00	0.00	0.00
72.04	137.56	28.00	20.00	0.00	0.00
72.04	222.44	44.00	20.00	0.00	0.00
72.04	317.56	64.00	-20.00	0.00	0.00
72.15	0.00	0.00	-15.00	0.00	0.00
72.15	180.00	36.00	15.00	0.00	0.00
72.21	5.25	1.00	-15.00	0.00	0.00
72.21	174.75	35.00	15.00	0.00	0.00
72.21	185.25	37.00	15.00	0.00	0.00
72.21	354.75	71.00	-15.00	0.00	0.00
72.39	10.48	2.00	-15.00	0.00	0.00
72.39	190.48	38.00	15.00	0.00	0.00
72.39	169.52	34.00	15.00	0.00	0.00
72.39	349.52	70.00	-15.00	0.00	0.00
72.50	36.92	7.00	25.00	0.00	0.00
72.50	216.92	43.00	-25.00	0.00	0.00
72.50	143.08	29.00	-25.00	0.00	0.00
72.50	323.08	65.00	25.00	0.00	0.00
72.68	15.71	3.00	-15.00	0.00	0.00
72.68	164.29	33.00	15.00	0.00	0.00
72.68	195.71	39.00	15.00	0.00	0.00
72.68	344.29	69.00	-15.00	0.00	0.00
72.85	0.00	0.00	20.00	0.00	0.00
72.85	180.00	36.00	-20.00	0.00	0.00
72.92	5.22	1.00	20.00	0.00	0.00
72.92	174.78	35.00	-20.00	0.00	0.00
72.92	185.22	37.00	-20.00	0.00	0.00
72.92	354.78	71.00	20.00	0.00	0.00
72.98	64.77	12.00	-30.00	0.00	0.00
72.98	244.77	48.00	30.00	0.00	0.00
72.98	115.23	24.00	30.00	0.00	0.00
72.98	295.23	60.00	-30.00	0.00	0.00
73.09	20.92	4.00	-15.00	0.00	0.00
73.09	159.08	32.00	15.00	0.00	0.00
73.09	200.92	40.00	15.00	0.00	0.00
73.09	339.08	68.00	-15.00	0.00	0.00
73.16	10.44	2.00	20.00	0.00	0.00
73.16	169.56	34.00	-20.00	0.00	0.00
73.16	190.44	38.00	-20.00	0.00	0.00
73.16	349.56	70.00	20.00	0.00	0.00
73.25	47.52	9.00	-20.00	0.00	0.00
73.25	132.48	27.00	20.00	0.00	0.00
73.25	227.52	45.00	20.00	0.00	0.00
73.25	312.48	63.00	-20.00	0.00	0.00
73.32	238.66	47.00	25.00	0.00	0.00
73.32	58.66	11.00	-25.00	0.00	0.00
73.32	121.34	25.00	25.00	0.00	0.00
73.32	301.34	61.00	-25.00	0.00	0.00
73.54	15.64	3.00	20.00	0.00	0.00
73.54	164.36	33.00	-20.00	0.00	0.00
73.54	195.64	39.00	-20.00	0.00	0.00
73.54	344.36	69.00	20.00	0.00	0.00
73.61	26.10	5.00	-15.00	0.00	0.00
73.61	153.90	31.00	15.00	0.00	0.00
73.61	206.10	41.00	15.00	0.00	0.00
73.61	333.90	67.00	-15.00	0.00	0.00
73.84	41.94	8.00	25.00	0.00	0.00
73.84	138.06	28.00	-25.00	0.00	0.00
73.84	221.94	44.00	-25.00	0.00	0.00
73.84	318.06	64.00	25.00	0.00	0.00
73.86	232.80	46.00	-30.00	0.00	0.00
73.86	52.80	10.00	30.00	0.00	0.00
73.86	127.20	26.00	-30.00	0.00	0.00
73.86	307.20	62.00	30.00	0.00	0.00
74.08	20.81	4.00	20.00	0.00	0.00
74.08	159.19	32.00	-20.00	0.00	0.00
74.08	200.81	40.00	-20.00	0.00	0.00
74.08	339.19	68.00	20.00	0.00	0.00
74.23	31.26	6.00	-15.00	0.00	0.00
74.23	148.74	30.00	15.00	0.00	0.00
74.23	211.26	42.00	15.00	0.00	0.00
74.23	328.74	66.00	-15.00	0.00	0.00
74.56	52.54	10.00	-20.00	0.00	0.00
74.56	127.46	26.00	20.00	0.00	0.00
74.56	232.54	46.00	20.00	0.00	0.00
74.56	307.46	62.00	-20.00	0.00	0.00
74.76	25.94	5.00	20.00	0.00	0.00
74.76	154.06	31.00	-20.00	0.00	0.00
74.76	205.94	41.00	-20.00	0.00	0.00
74.76	334.06	67.00	20.00	0.00	0.00
74.95	36.39	7.00	-15.00	0.00	0.00
74.95	143.61	29.00	15.00	0.00	0.00
74.95	216.39	43.00	15.00	0.00	0.00
74.95	323.61	65.00	-15.00	0.00	0.00
75.16	243.48	48.00	25.00	0.00	0.00
75.16	63.48	12.00	-25.00	0.00	0.00
75.16	296.52	60.00	-25.00	0.00	0.00
75.16	116.52	24.00	25.00	0.00	0.00
75.28	249.37	49.00	30.00	0.00	0.00
75.28	69.37	13.00	-30.00	0.00	0.00
75.28	110.63	23.00	30.00	0.00	0.00
75.28	290.63	59.00	-30.00	0.00	0.00
75.32	46.89	9.00	25.00	0.00	0.00
75.32	133.11	27.00	-25.00	0.00	0.00
75.32	226.89	45.00	-25.00	0.00	0.00
75.32	313.11	63.00	25.00	0.00	0.00
75.57	31.04	6.00	20.00	0.00	0.00
75.57	148.96	30.00	-20.00	0.00	0.00
75.57	211.04	42.00	-20.00	0.00	0.00
75.57	328.96	66.00	20.00	0.00	0.00
75.76	41.48	8.00	-15.00	0.00	0.00
75.76	138.52	28.00	15.00	0.00	0.00
75.76	221.48	44.00	15.00	0.00	0.00
75.76	318.52	64.00	-15.00	0.00	0.00
75.91	57.51	11.00	30.00	0.00	0.00
75.91	237.51	47.00	-30.00	0.00	0.00
75.91	302.49	61.00	30.00	0.00	0.00
75.91	122.49	25.00	-30.00	0.00	0.00
75.96	57.49	11.00	-20.00	0.00	0.00
75.96	237.49	47.00	20.00	0.00	0.00
75.96	302.51	61.00	-20.00	0.00	0.00
75.96	122.51	25.00	20.00	0.00	0.00
76.52	36.09	7.00	20.00	0.00	0.00
76.52	143.91	29.00	-20.00	0.00	0.00
76.52	216.09	43.00	-20.00	0.00	0.00
76.52	323.91	65.00	20.00	0.00	0.00
76.66	46.54	9.00	-15.00	0.00	0.00
76.66	133.46	27.00	15.00	0.00	0.00
76.66	226.54	45.00	15.00	0.00	0.00
76.66	313.46	63.00	-15.00	0.00	0.00
76.92	231.77	46.00	-25.00	0.00	0.00
76.92	51.77	10.00	25.00	0.00	0.00
76.92	128.23	26.00	-25.00	0.00	0.00
76.92	308.23	62.00	25.00	0.00	0.00
77.09	248.23	49.00	25.00	0.00	0.00
77.09	291.77	59.00	-25.00	0.00	0.00
77.09	68.23	13.00	-25.00	0.00	0.00
77.09	111.77	23.00	25.00	0.00	0.00
77.15	0.00	0.00	-10.00	0.00	0.00
77.15	180.00	36.00	10.00	0.00	0.00
77.19	5.12	1.00	-10.00	0.00	0.00
77.19	174.88	35.00	10.00	0.00	0.00
77.19	185.12	37.00	10.00	0.00	0.00
77.19	354.88	71.00	-10.00	0.00	0.00
77.31	10.24	2.00	-10.00	0.00	0.00
77.31	169.76	34.00	10.00	0.00	0.00
77.31	190.24	38.00	10.00	0.00	0.00
77.31	349.76	70.00	-10.00	0.00	0.00
77.44	62.40	12.00	-20.00	0.00	0.00
77.44	242.40	48.00	20.00	0.00	0.00
77.44	297.60	60.00	-20.00	0.00	0.00
77.44	117.60	24.00	20.00	0.00	0.00
77.50	164.65	33.00	10.00	0.00	0.00
77.50	195.35	39.00	10.00	0.00	0.00
77.50	15.35	3.00	-10.00	0.00	0.00
77.50	344.65	69.00	-10.00	0.00	0.00
77.58	41.10	8.00	20.00	0.00	0.00
77.58	138.90	28.00	-20.00	0.00	0.00
77.58	221.10	44.00	-20.00	0.00	0.00
77.58	318.90	64.00	20.00	0.00	0.00
77.64	51.56	10.00	-15.00	0.00	0.00
77.64	128.44	26.00	15.00	0.00	0.00
77.64	231.56	46.00	15.00	0.00	0.00
77.64	308.44	62.00	-15.00	0.00	0.00
77.65	253.89	50.00	30.00	0.00	0.00
77.65	73.89	14.00	-30.00	0.00	0.00
77.65	106.11	22.00	30.00	0.00	0.00
77.65	286.11	58.00	-30.00	0.00	0.00
77.77	20.46	4.00	-10.00	0.00	0.00
77.77	159.54	32.00	10.00	0.00	0.00
77.77	200.46	40.00	10.00	0.00	0.00
77.77	339.54	68.00	-10.00	0.00	0.00
77.85	0.00	0.00	15.00	0.00	0.00
77.85	180.00	36.00	-15.00	0.00	0.00
77.90	5.11	1.00	15.00	0.00	0.00
77.90	174.89	35.00	-15.00	0.00	0.00
77.90	185.11	37.00	-15.00	0.00	0.00
77.90	354.89	71.00	15.00	0.00	0.00
78.07	62.13	12.00	30.00	0.00	0.00
78.07	242.13	48.00	-30.00	0.00	0.00
78.07	117.87	24.00	-30.00	0.00	0.00
78.07	297.87	60.00	30.00	0.00	0.00
78.08	10.21	2.00	15.00	0.00	0.00
78.08	169.79	34.00	-15.00	0.00	0.00
78.08	190.21	38.00	-15.00	0.00	0.00
78.08	349.79	70.00	15.00	0.00	0.00
78.11	25.55	5.00	-10.00	0.00	0.00
78.11	154.45	31.00	10.00	0.00	0.00
78.11	205.55	41.00	10.00	0.00	0.00
78.11	334.45	67.00	-10.00	0.00	0.00
78.36	15.30	3.00	15.00	0.00	0.00
78.36	164.70	33.00	-15.00	0.00	0.00
78.36	195.30	39.00	-15.00	0.00	0.00
78.36	344.70	69.00	15.00	0.00	0.00
78.52	30.64	6.00	-10.00	0.00	0.00
78.52	149.36	30.00	10.00	0.00	0.00
78.52	210.64	42.00	10.00	0.00	0.00
78.52	329.36	66.00	-10.00	0.00	0.00
78.63	56.57	11.00	25.00	0.00	0.00
78.63	236.57	47.00	-25.00	0.00	0.00
78.63	123.43	25.00	-25.00	0.00	0.00
78.63	303.43	61.00	25.00	0.00	0.00
78.68	56.55	11.00	-15.00	0.00	0.00
78.68	236.55	47.00	15.00	0.00	0.00
78.68	303.45	61.00	-15.00	0.00	0.00
78.68	123.45	25.00	15.00	0.00	0.00
78.76	20.38	4.00	15.00	0.00	0.00
78.76	159.62	32.00	-15.00	0.00	0.00
78.76	200.38	40.00	-15.00	0.00	0.00
78.76	339.62	68.00	15.00	0.00	0.00
78.76	46.06	9.00	20.00	0.00	0.00
78.76	133.94	27.00	-20.00	0.00	0.00
78.76	226.06	45.00	-20.00	0.00	0.00
78.76	313.94	63.00	20.00	0.00	0.00
78.99	67.25	13.00	-20.00	0.00	0.00
78.99	247.25	49.00	20.00	0.00	0.00
78.99	292.75	59.00	-20.00	0.00	0.00
78.99	112.75	23.00	20.00	0.00	0.00
78.99	35.70	7.00	-10.00	0.00	0.00
78.99	144.30	29.00	10.00	0.00	0.00
78.99	215.70	43.00	10.00	0.00	0.00
78.99	324.30	65.00	-10.00	0.00	0.00
79.08	72.91	14.00	-25.00	0.00	0.00
79.08	107.09	22.00	25.00	0.00	0.00
79.08	252.91	50.00	25.00	0.00	0.00
79.08	287.09	58.00	-25.00	0.00	0.00
79.26	25.44	5.00	15.00	0.00	0.00
79.26	154.56	31.00	-15.00	0.00	0.00
79.26	205.44	41.00	-15.00	0.00	0.00
79.26	334.56	67.00	15.00	0.00	0.00
79.53	40.76	8.00	-10.00	0.00	0.00
79.53	220.76	44.00	10.00	0.00	0.00
79.53	139.24	28.00	10.00	0.00	0.00
79.53	319.24	64.00	-10.00	0.00	0.00
79.79	241.51	48.00	15.00	0.00	0.00
79.79	298.49	60.00	-15.00	0.00	0.00
79.79	61.51	12.00	-15.00	0.00	0.00
79.79	118.49	24.00	15.00	0.00	0.00
79.87	30.48	6.00	15.00	0.00	0.00
79.87	149.52	30.00	-15.00	0.00	0.00
79.87	210.48	42.00	-15.00	0.00	0.00
79.87	329.52	66.00	15.00	0.00	0.00
80.04	50.97	10.00	20.00	0.00	0.00
80.04	129.03	26.00	-20.00	0.00	0.00
80.04	230.97	46.00	-20.00	0.00	0.00
80.04	309.03	62.00	20.00	0.00	0.00
80.08	101.66	21.00	30.00	0.00	0.00
80.08	281.66	57.00	-30.00	0.00	0.00
80.08	78.34	15.00	-30.00	0.00	0.00
80.08	258.34	51.00	30.00	0.00	0.00
80.12	45.80	9.00	-10.00	0.00	0.00
80.12	134.20	27.00	10.00	0.00	0.00
80.12	225.80	45.00	10.00	0.00	0.00
80.12	314.20	63.00	-10.00	0.00	0.00
80.33	246.67	49.00	-30.00	0.00	0.00
80.33	66.67	13.00	30.00	0.00	0.00
80.33	113.33	23.00	-30.00	0.00	0.00
80.33	293.33	59.00	30.00	0.00	0.00
80.44	241.30	48.00	-25.00	0.00	0.00
80.44	61.30	12.00	25.00	0.00	0.00
80.44	298.70	60.00	25.00	0.00	0.00
80.44	118.70	24.00	-25.00	0.00	0.00
80.57	215.50	43.00	-15.00	0.00	0.00
80.57	35.50	7.00	15.00	0.00	0.00
80.57	144.50	29.00	-15.00	0.00	0.00
80.57	324.50	65.00	15.00	0.00	0.00
80.59	252.05	50.00	20.00	0.00	0.00
80.59	72.05	14.00	-20.00	0.00	0.00
80.59	107.95	22.00	20.00	0.00	0.00
80.59	287.95	58.00	-20.00	0.00	0.00
80.77	50.82	10.00	-10.00	0.00	0.00
80.77	129.18	26.00	10.00	0.00	0.00
80.77	230.82	46.00	10.00	0.00	0.00
80.77	309.18	62.00	-10.00	0.00	0.00
80.95	66.43	13.00	-15.00	0.00	0.00
80.95	246.43	49.00	15.00	0.00	0.00
80.95	293.57	59.00	-15.00	0.00	0.00
80.95	113.57	23.00	15.00	0.00	0.00
81.13	282.47	57.00	-25.00	0.00	0.00
81.13	77.53	15.00	-25.00	0.00	0.00
81.13	102.47	21.00	25.00	0.00	0.00
81.13	257.53	51.00	25.00	0.00	0.00
81.37	40.49	8.00	15.00	0.00	0.00
81.37	139.51	28.00	-15.00	0.00	0.00
81.37	220.49	44.00	-15.00	0.00	0.00
81.37	319.51	64.00	15.00	0.00	0.00
81.42	55.83	11.00	20.00	0.00	0.00
81.42	235.83	47.00	-20.00	0.00	0.00
81.42	304.17	61.00	20.00	0.00	0.00
81.42	124.17	25.00	-20.00	0.00	0.00
81.47	55.82	11.00	-10.00	0.00	0.00
81.47	124.18	25.00	10.00	0.00	0.00
81.47	235.82	47.00	10.00	0.00	0.00
81.47	304.18	61.00	-10.00	0.00	0.00
82.15	0.00	0.00	-5.00	0.00	0.00
82.15	180.00	36.00	5.00	0.00	0.00
82.16	251.33	50.00	15.00	0.00	0.00
82.16	71.33	14.00	-15.00	0.00	0.00
82.16	108.67	22.00	15.00	0.00	0.00
82.16	288.67	58.00	-15.00	0.00	0.00
82.17	5.04	1.00	-5.00	0.00	0.00
82.17	174.96	35.00	5.00	0.00	0.00
82.17	185.04	37.00	5.00	0.00	0.00
82.17	354.96	71.00	-5.00	0.00	0.00
82.21	240.81	48.00	10.00	0.00	0.00
82.21	60.81	12.00	-10.00	0.00	0.00
82.21	119.19	24.00	10.00	0.00	0.00
82.21	299.19	60.00	-10.00	0.00	0.00
82.23	10.08	2.00	-5.00	0.00	0.00
82.23	169.92	34.00	5.00	0.00	0.00
82.23	190.08	38.00	5.00	0.00	0.00
82.23	349.92	70.00	-5.00	0.00	0.00
82.24	103.18	21.00	20.00	0.00	0.00
82.24	283.18	57.00	-20.00	0.00	0.00
82.24	76.82	15.00	-20.00	0.00	0.00
82.24	256.82	51.00	20.00	0.00	0.00
82.25	45.46	9.00	15.00	0.00	0.00
82.25	134.54	27.00	-15.00	0.00	0.00
82.25	225.46	45.00	-15.00	0.00	0.00
82.25	314.54	63.00	15.00	0.00	0.00
82.33	15.12	3.00	-5.00	0.00	0.00
82.33	164.88	33.00	5.00	0.00	0.00
82.33	195.12	39.00	5.00	0.00	0.00
82.33	344.88	69.00	-5.00	0.00	0.00
82.33	245.97	49.00	-25.00	0.00	0.00
82.33	294.03	59.00	25.00	0.00	0.00
82.33	65.97	13.00	25.00	0.00	0.00
82.33	114.03	23.00	-25.00	0.00	0.00
82.46	20.16	4.00	-5.00	0.00	0.00
82.46	159.84	32.00	5.00	0.00	0.00
82.46	200.16	40.00	5.00	0.00	0.00
82.46	339.84	68.00	-5.00	0.00	0.00
82.55	82.74	16.00	-30.00	0.00	0.00
82.55	97.26	20.00	30.00	0.00	0.00
82.55	262.74	52.00	30.00	0.00	0.00
82.55	277.26	56.00	-30.00	0.00	0.00
82.63	25.19	5.00	-5.00	0.00	0.00
82.63	154.81	31.00	5.00	0.00	0.00
82.63	205.19	41.00	5.00	0.00	0.00
82.63	334.81	67.00	-5.00	0.00	0.00
82.66	251.14	50.00	-30.00	0.00	0.00
82.66	71.14	14.00	30.00	0.00	0.00
82.66	108.86	22.00	-30.00	0.00	0.00
82.66	288.86	58.00	30.00	0.00	0.00
82.83	30.22	6.00	-5.00	0.00	0.00
82.83	149.78	30.00	5.00	0.00	0.00
82.83	210.22	42.00	5.00	0.00	0.00
82.83	329.78	66.00	-5.00	0.00	0.00
82.85	0.00	0.00	10.00	0.00	0.00
82.85	180.00	36.00	-10.00	0.00	0.00
82.87	240.66	48.00	-20.00	0.00	0.00
82.87	60.66	12.00	20.00	0.00	0.00
82.87	119.34	24.00	-20.00	0.00	0.00
82.87	299.34	60.00	20.00	0.00	0.00
82.88	5.03	1.00	10.00	0.00	0.00
82.88	174.97	35.00	-10.00	0.00	0.00
82.88	185.03	37.00	-10.00	0.00	0.00
82.88	354.97	71.00	10.00	0.00	0.00
82.98	65.79	13.00	-10.00	0.00	0.00
82.98	114.21	23.00	10.00	0.00	0.00
82.98	245.79	49.00	10.00	0.00	0.00
82.98	294.21	59.00	-10.00	0.00	0.00
83.00	10.06	2.00	10.00	0.00	0.00
83.00	169.94	34.00	-10.00	0.00	0.00
83.00	190.06	38.00	-10.00	0.00	0.00
83.00	349.94	70.00	10.00	0.00	0.00
83.06	35.25	7.00	-5.00	0.00	0.00
83.06	144.75	29.00	5.00	0.00	0.00
83.06	215.25	43.00	5.00	0.00	0.00
83.06	324.75	65.00	-5.00	0.00	0.00
83.19	15.09	3.00	10.00	0.00	0.00
83.19	164.91	33.00	-10.00	0.00	0.00
83.19	195.09	39.00	-10.00	0.00	0.00
83.19	344.91	69.00	10.00	0.00	0.00
83.21	82.12	16.00	-25.00	0.00	0.00
83.21	97.88	20.00	25.00	0.00	0.00
83.21	262.12	52.00	25.00	0.00	0.00
83.21	277.88	56.00	-25.00	0.00	0.00
83.21	230.40	46.00	-15.00	0.00	0.00
83.21	50.40	10.00	15.00	0.00	0.00
83.21	129.60	26.00	-15.00	0.00	0.00
83.21	309.60	62.00	15.00	0.00	0.00
83.33	40.27	8.00	-5.00	0.00	0.00
83.33	139.73	28.00	5.00	0.00	0.00
83.33	220.27	44.00	5.00	0.00	0.00
83.33	319.73	64.00	-5.00	0.00	0.00
83.40	76.21	15.00	-15.00	0.00	0.00
83.40	103.79	21.00	15.00	0.00	0.00
83.40	256.21	51.00	15.00	0.00	0.00
83.40	283.79	57.00	-15.00	0.00	0.00
83.45	20.11	4.00	10.00	0.00	0.00
83.45	159.89	32.00	-10.00	0.00	0.00
83.45	200.11	40.00	-10.00	0.00	0.00
83.45	339.89	68.00	10.00	0.00	0.00
83.63	45.29	9.00	-5.00	0.00	0.00
83.63	134.71	27.00	5.00	0.00	0.00
