# Tilt	Rotation	mrd
31.30	4958.83	0.00
31.61	4973.20	0.00
31.92	4987.44	0.00
32.24	5001.54	0.00
32.55	5015.50	0.00
32.87	5029.32	0.00
33.18	5043.01	0.00
33.49	5056.57	0.00
33.81	5070.01	0.00
34.12	5083.32	0.00
34.44	5096.51	0.00
34.75	5109.58	0.00
35.06	5122.53	0.00
35.38	5135.36	0.00
35.69	5148.08	0.00
36.01	5160.69	0.00
36.32	5173.19	0.00
36.63	5185.58	0.00
36.95	5197.86	0.00
37.26	5210.04	0.00
37.57	5222.12	0.00
37.89	5234.09	0.00
38.20	5245.97	0.00
38.52	5257.75	0.00
38.83	5269.43	0.00
39.14	5281.02	0.00
39.46	5292.52	0.00
39.77	5303.92	0.00
40.08	5315.24	0.00
40.40	5326.47	0.00
40.71	5337.60	0.00
41.03	5348.66	0.00
41.34	5359.63	0.00
41.65	5370.51	0.00
41.97	5381.32	0.00
42.28	5392.04	0.00
42.59	5402.68	0.00
42.91	5413.25	0.00
43.22	5423.73	0.00
43.53	5434.15	0.00
43.85	5444.48	0.00
44.16	5454.75	0.00
44.48	5464.94	0.00
44.79	5475.05	0.00
45.10	5485.10	0.00
45.42	5495.08	0.00
45.73	5504.99	0.00
46.04	5514.83	0.00
46.36	5524.60	0.00
46.67	5534.31	0.00
46.98	5543.95	0.00
47.30	5553.53	0.00
47.61	5563.04	0.00
47.92	5572.49	0.00
48.24	5581.88	0.00
48.55	5591.21	0.00
48.86	5600.48	0.00
49.18	5609.69	0.00
49.49	5618.84	0.00
49.81	5627.93	0.00
50.12	5636.97	0.00
50.43	5645.95	0.00
50.75	5654.87	0.00
51.06	5663.74	0.00
51.37	5672.55	0.00
51.69	5681.31	0.00
52.00	5690.02	0.00
52.31	5698.67	0.00
52.63	5707.27	0.00
52.94	5715.82	0.00
53.25	5724.32	0.00
53.57	5732.77	0.00
53.88	5741.17	0.00
54.19	5749.53	0.00
54.51	5757.83	0.00
54.82	5766.09	0.00
55.13	5774.29	0.00
55.45	5782.46	0.00
55.76	5790.57	0.00
56.07	5798.64	0.00
56.39	5806.67	0.00
56.70	5814.65	0.00
57.01	5822.58	0.00
57.33	5830.48	0.00
57.64	5838.33	0.00
57.95	5846.13	0.00
58.27	5853.90	0.00
58.58	5861.62	0.00
58.89	5869.30	0.00
59.21	5876.94	0.00
59.52	5884.55	0.00
59.83	5892.11	0.00
60.15	5899.63	0.00
60.46	5907.11	0.00
60.77	5914.55	0.00
61.09	5921.96	0.00
61.40	5929.32	0.00
61.71	5936.65	0.00
62.03	5943.94	0.00
62.34	5951.20	0.00
62.65	5958.42	0.00
62.97	5965.60	0.00
63.28	5972.75	0.00
63.59	5979.86	0.00
63.91	5986.93	0.00
64.22	5993.97	0.00
64.53	6000.98	0.00
64.85	6007.96	0.00
65.16	6014.89	0.00
65.47	6021.80	0.00
65.79	6028.67	0.00
66.10	6035.51	0.00
66.41	6042.32	0.00
66.73	6049.10	0.00
67.04	6055.84	0.00
67.35	6062.55	0.00
67.67	6069.24	0.00
67.98	6075.89	0.00
68.29	6082.51	0.00
68.60	6089.10	0.00
68.92	6095.66	0.00
69.23	6102.18	0.00
69.54	6108.68	0.00
69.86	6115.16	0.00
70.17	6121.60	0.00
70.48	6128.01	0.00
70.80	6134.39	0.00
71.11	6140.75	0.00
71.42	6147.08	0.00
71.74	6153.38	0.00
72.05	6159.65	0.00
72.36	6165.90	0.00
72.68	6172.12	0.00
72.99	6178.31	0.00
73.30	6184.47	0.00
73.62	6190.61	0.00
73.93	6196.73	0.00
74.24	6202.81	0.00
74.55	6208.87	0.00
74.87	6214.91	0.00
75.18	6220.92	0.00
75.49	6226.91	0.00
75.81	6232.87	0.00
76.12	6238.80	0.00
76.43	6244.71	0.00
76.75	6250.60	0.00
77.06	6256.47	0.00
77.37	6262.30	0.00
77.69	6268.12	0.00
78.00	6273.91	0.00
78.31	6279.68	0.00
78.63	6285.43	0.00
78.94	6291.15	0.00
79.25	6296.85	0.00
79.56	6302.53	0.00
79.88	6308.19	0.00
80.19	6313.82	0.00
80.50	6319.43	0.00
80.82	6325.02	0.00
81.13	6330.59	0.00
81.44	6336.14	0.00
81.76	6341.66	0.00
82.07	6347.17	0.00
82.38	6352.65	0.00
82.70	6358.11	0.00
83.01	6363.55	0.00
83.32	6368.97	0.00
83.63	6374.37	0.00
83.95	6379.76	0.00
84.26	6385.12	0.00
84.57	6390.46	0.00
84.89	6395.78	0.00
85.20	6401.08	0.00
85.51	6406.36	0.00
85.83	6411.62	0.00
86.14	6416.87	0.00
86.45	6422.09	0.00
86.77	6427.29	0.00
87.08	6432.48	0.00
87.39	6437.65	0.00
87.70	6442.80	0.00
88.02	6447.93	0.00
88.33	6453.04	0.00
88.64	6458.14	0.00
88.96	6463.21	0.00
89.27	6468.27	0.00
89.58	6473.31	0.00
89.90	6478.34	0.00
90.00	6480.00	0.00
