# Tilt	Rotation	mrd
50.00	288.00	0.00
50.00	294.55	0.00
50.00	301.09	0.00
50.00	307.64	0.00
50.00	314.18	0.00
50.00	320.73	0.00
50.00	327.27	0.00
50.00	333.82	0.00
50.00	340.36	0.00
50.00	346.91	0.00
50.00	353.45	0.00
55.00	0.00	0.00
55.00	6.10	0.00
55.00	12.20	0.00
55.00	18.31	0.00
55.00	24.41	0.00
55.00	30.51	0.00
55.00	36.61	0.00
55.00	42.71	0.00
55.00	48.81	0.00
55.00	54.92	0.00
55.00	61.02	0.00
55.00	67.12	0.00
55.00	73.22	0.00
55.00	79.32	0.00
55.00	85.42	0.00
55.00	91.53	0.00
55.00	97.63	0.00
55.00	103.73	0.00
55.00	109.83	0.00
55.00	115.93	0.00
55.00	122.03	0.00
55.00	128.14	0.00
55.00	134.24	0.00
55.00	140.34	0.00
55.00	146.44	0.00
55.00	152.54	0.00
55.00	158.64	0.00
55.00	164.75	0.00
55.00	170.85	0.00
55.00	176.95	0.00
55.00	183.05	0.00
55.00	189.15	0.00
55.00	195.25	0.00
55.00	201.36	0.00
55.00	207.46	0.00
55.00	213.56	0.00
55.00	219.66	0.00
55.00	225.76	0.00
55.00	231.86	0.00
55.00	237.97	0.00
55.00	244.07	0.00
55.00	250.17	0.00
55.00	256.27	0.00
55.00	262.37	0.00
55.00	268.47	0.00
55.00	274.58	0.00
55.00	280.68	0.00
55.00	286.78	0.00
55.00	292.88	0.00
55.00	298.98	0.00
55.00	305.08	0.00
55.00	311.19	0.00
55.00	317.29	0.00
55.00	323.39	0.00
55.00	329.49	0.00
55.00	335.59	0.00
55.00	341.69	0.00
55.00	347.80	0.00
55.00	353.90	0.00
60.00	0.00	0.00
60.00	5.81	0.00
60.00	11.61	0.00
60.00	17.42	0.00
60.00	23.23	0.00
60.00	29.03	0.00
60.00	34.84	0.00
60.00	40.65	0.00
60.00	46.45	0.00
60.00	52.26	0.00
60.00	58.06	0.00
60.00	63.87	0.00
60.00	69.68	0.00
60.00	75.48	0.00
60.00	81.29	0.00
60.00	87.10	0.00
60.00	92.90	0.00
60.00	98.71	0.00
60.00	104.52	0.00
60.00	110.32	0.00
60.00	116.13	0.00
60.00	121.94	0.00
60.00	127.74	0.00
60.00	133.55	0.00
60.00	139.35	0.00
60.00	145.16	0.00
60.00	150.97	0.00
60.00	156.77	0.00
60.00	162.58	0.00
60.00	168.39	0.00
60.00	174.19	0.00
60.00	180.00	0.00
60.00	185.81	0.00
60.00	191.61	0.00
60.00	197.42	0.00
60.00	203.23	0.00
60.00	209.03	0.00
60.00	214.84	0.00
60.00	220.65	0.00
60.00	226.45	0.00
60.00	232.26	0.00
60.00	238.06	0.00
60.00	243.87	0.00
60.00	249.68	0.00
60.00	255.48	0.00
60.00	261.29	0.00
60.00	267.10	0.00
60.00	272.90	0.00
60.00	278.71	0.00
60.00	284.52	0.00
60.00	290.32	0.00
60.00	296.13	0.00
60.00	301.94	0.00
60.00	307.74	0.00
60.00	313.55	0.00
60.00	319.35	0.00
60.00	325.16	0.00
60.00	330.97	0.00
60.00	336.77	0.00
60.00	342.58	0.00
60.00	348.39	0.00
60.00	354.19	0.00
65.00	0.00	0.00
65.00	5.54	0.00
65.00	11.08	0.00
65.00	16.62	0.00
65.00	22.15	0.00
65.00	27.69	0.00
65.00	33.23	0.00
65.00	38.77	0.00
65.00	44.31	0.00
65.00	49.85	0.00
65.00	55.38	0.00
65.00	60.92	0.00
65.00	66.46	0.00
65.00	72.00	0.00
65.00	77.54	0.00
65.00	83.08	0.00
65.00	88.62	0.00
65.00	94.15	0.00
65.00	99.69	0.00
65.00	105.23	0.00
65.00	110.77	0.00
65.00	116.31	0.00
65.00	121.85	0.00
65.00	127.38	0.00
65.00	132.92	0.00
65.00	138.46	0.00
65.00	144.00	0.00
65.00	149.54	0.00
65.00	155.08	0.00
65.00	160.62	0.00
65.00	166.15	0.00
65.00	171.69	0.00
65.00	177.23	0.00
65.00	182.77	0.00
65.00	188.31	0.00
65.00	193.85	0.00
65.00	199.38	0.00
65.00	204.92	0.00
65.00	210.46	0.00
65.00	216.00	0.00
65.00	221.54	0.00
65.00	227.08	0.00
65.00	232.62	0.00
65.00	238.15	0.00
65.00	243.69	0.00
65.00	249.23	0.00
65.00	254.77	0.00
65.00	260.31	0.00
65.00	265.85	0.00
65.00	271.38	0.00
65.00	276.92	0.00
65.00	282.46	0.00
65.00	288.00	0.00
65.00	293.54	0.00
65.00	299.08	0.00
65.00	304.62	0.00
65.00	310.15	0.00
65.00	315.69	0.00
65.00	321.23	0.00
65.00	326.77	0.00
65.00	332.31	0.00
65.00	337.85	0.00
65.00	343.38	0.00
65.00	348.92	0.00
65.00	354.46	0.00
70.00	0.00	0.00
70.00	5.29	0.00
70.00	10.59	0.00
70.00	15.88	0.00
70.00	21.18	0.00
70.00	26.47	0.00
70.00	31.76	0.00
70.00	37.06	0.00
70.00	42.35	0.00
70.00	47.65	0.00
70.00	52.94	0.00
70.00	58.24	0.00
70.00	63.53	0.00
70.00	68.82	0.00
70.00	74.12	0.00
70.00	79.41	0.00
70.00	84.71	0.00
70.00	90.00	0.00
70.00	95.29	0.00
70.00	100.59	0.00
70.00	105.88	0.00
70.00	111.18	0.00
70.00	116.47	0.00
70.00	121.76	0.00
70.00	127.06	0.00
70.00	132.35	0.00
70.00	137.65	0.00
70.00	142.94	0.00
70.00	148.24	0.00
70.00	153.53	0.00
70.00	158.82	0.00
70.00	164.12	0.00
70.00	169.41	0.00
70.00	174.71	0.00
70.00	180.00	0.00
70.00	185.29	0.00
70.00	190.59	0.00
70.00	195.88	0.00
70.00	201.18	0.00
70.00	206.47	0.00
70.00	211.76	0.00
70.00	217.06	0.00
70.00	222.35	0.00
70.00	227.65	0.00
70.00	232.94	0.00
70.00	238.24	0.00
70.00	243.53	0.00
70.00	248.82	0.00
70.00	254.12	0.00
70.00	259.41	0.00
70.00	264.71	0.00
70.00	270.00	0.00
70.00	275.29	0.00
70.00	280.59	0.00
70.00	285.88	0.00
70.00	291.18	0.00
70.00	296.47	0.00
70.00	301.76	0.00
70.00	307.06	0.00
70.00	312.35	0.00
70.00	317.65	0.00
70.00	322.94	0.00
70.00	328.24	0.00
70.00	333.53	0.00
70.00	338.82	0.00
70.00	344.12	0.00
70.00	349.41	0.00
70.00	354.71	0.00
75.00	0.00	0.00
75.00	5.14	0.00
75.00	10.29	0.00
75.00	15.43	0.00
75.00	20.57	0.00
75.00	25.71	0.00
75.00	30.86	0.00
75.00	36.00	0.00
75.00	41.14	0.00
75.00	46.29	0.00
75.00	51.43	0.00
75.00	56.57	0.00
75.00	61.71	0.00
75.00	66.86	0.00
75.00	72.00	0.00
75.00	77.14	0.00
75.00	82.29	0.00
75.00	87.43	0.00
75.00	92.57	0.00
75.00	97.71	0.00
75.00	102.86	0.00
75.00	108.00	0.00
75.00	113.14	0.00
75.00	118.29	0.00
75.00	123.43	0.00
75.00	128.57	0.00
75.00	133.71	0.00
75.00	138.86	0.00
75.00	144.00	0.00
75.00	149.14	0.00
75.00	154.29	0.00
75.00	159.43	0.00
75.00	164.57	0.00
75.00	169.71	0.00
75.00	174.86	0.00
75.00	180.00	0.00
75.00	185.14	0.00
75.00	190.29	0.00
75.00	195.43	0.00
75.00	200.57	0.00
75.00	205.71	0.00
75.00	210.86	0.00
75.00	216.00	0.00
75.00	221.14	0.00
75.00	226.29	0.00
75.00	231.43	0.00
75.00	236.57	0.00
75.00	241.71	0.00
75.00	246.86	0.00
75.00	252.00	0.00
75.00	257.14	0.00
75.00	262.29	0.00
75.00	267.43	0.00
75.00	272.57	0.00
75.00	277.71	0.00
75.00	282.86	0.00
75.00	288.00	0.00
75.00	293.14	0.00
75.00	298.29	0.00
75.00	303.43	0.00
75.00	308.57	0.00
75.00	313.71	0.00
75.00	318.86	0.00
75.00	324.00	0.00
75.00	329.14	0.00
75.00	334.29	0.00
75.00	339.43	0.00
75.00	344.57	0.00
75.00	349.71	0.00
75.00	354.86	0.00
80.00	0.00	0.00
80.00	5.07	0.00
80.00	10.14	0.00
80.00	15.21	0.00
80.00	20.28	0.00
80.00	25.35	0.00
80.00	30.42	0.00
80.00	35.49	0.00
80.00	40.56	0.00
80.00	45.63	0.00
80.00	50.70	0.00
80.00	55.77	0.00
80.00	60.85	0.00
80.00	65.92	0.00
80.00	70.99	0.00
80.00	76.06	0.00
80.00	81.13	0.00
80.00	86.20	0.00
80.00	91.27	0.00
80.00	96.34	0.00
80.00	101.41	0.00
80.00	106.48	0.00
80.00	111.55	0.00
80.00	116.62	0.00
80.00	121.69	0.00
80.00	126.76	0.00
80.00	131.83	0.00
80.00	136.90	0.00
80.00	141.97	0.00
80.00	147.04	0.00
80.00	152.11	0.00
80.00	157.18	0.00
80.00	162.25	0.00
80.00	167.32	0.00
80.00	172.39	0.00
80.00	177.46	0.00
80.00	182.54	0.00
80.00	187.61	0.00
80.00	192.68	0.00
80.00	197.75	0.00
80.00	202.82	0.00
80.00	207.89	0.00
80.00	212.96	0.00
80.00	218.03	0.00
80.00	223.10	0.00
80.00	228.17	0.00
80.00	233.24	0.00
80.00	238.31	0.00
80.00	243.38	0.00
80.00	248.45	0.00
80.00	253.52	0.00
80.00	258.59	0.00
80.00	263.66	0.00
80.00	268.73	0.00
80.00	273.80	0.00
80.00	278.87	0.00
80.00	283.94	0.00
80.00	289.01	0.00
80.00	294.08	0.00
80.00	299.15	0.00
80.00	304.23	0.00
80.00	309.30	0.00
80.00	314.37	0.00
80.00	319.44	0.00
80.00	324.51	0.00
80.00	329.58	0.00
80.00	334.65	0.00
80.00	339.72	0.00
80.00	344.79	0.00
80.00	349.86	0.00
80.00	354.93	0.00
80.00	360.00	0.00
85.00	0.00	0.00
85.00	5.00	0.00
85.00	10.00	0.00
85.00	15.00	0.00
85.00	20.00	0.00
85.00	25.00	0.00
85.00	30.00	0.00
85.00	35.00	0.00
85.00	40.00	0.00
85.00	45.00	0.00
85.00	50.00	0.00
85.00	55.00	0.00
85.00	60.00	0.00
85.00	65.00	0.00
85.00	70.00	0.00
85.00	75.00	0.00
85.00	80.00	0.00
85.00	85.00	0.00
85.00	90.00	0.00
85.00	95.00	0.00
85.00	100.00	0.00
85.00	105.00	0.00
85.00	110.00	0.00
85.00	115.00	0.00
85.00	120.00	0.00
85.00	125.00	0.00
85.00	130.00	0.00
85.00	135.00	0.00
85.00	140.00	0.00
85.00	145.00	0.00
85.00	150.00	0.00
85.00	155.00	0.00
85.00	160.00	0.00
85.00	165.00	0.00
85.00	170.00	0.00
85.00	175.00	0.00
85.00	180.00	0.00
85.00	185.00	0.00
85.00	190.00	0.00
85.00	195.00	0.00
85.00	200.00	0.00
85.00	205.00	0.00
85.00	210.00	0.00
85.00	215.00	0.00
85.00	220.00	0.00
85.00	225.00	0.00
85.00	230.00	0.00
85.00	235.00	0.00
85.00	240.00	0.00
85.00	245.00	0.00
85.00	250.00	0.00
85.00	255.00	0.00
85.00	260.00	0.00
85.00	265.00	0.00
85.00	270.00	0.00
85.00	275.00	0.00
85.00	280.00	0.00
85.00	285.00	0.00
85.00	290.00	0.00
85.00	295.00	0.00
85.00	300.00	0.00
85.00	305.00	0.00
85.00	310.00	0.00
85.00	315.00	0.00
85.00	320.00	0.00
85.00	325.00	0.00
85.00	330.00	0.00
85.00	335.00	0.00
85.00	340.00	0.00
85.00	345.00	0.00
85.00	350.00	0.00
85.00	355.00	0.00
90.00	0.00	0.00
90.00	5.00	0.00
90.00	10.00	0.00
90.00	15.00	0.00
90.00	20.00	0.00
90.00	25.00	0.00
90.00	30.00	0.00
90.00	35.00	0.00
90.00	40.00	0.00
90.00	45.00	0.00
90.00	50.00	0.00
90.00	55.00	0.00
90.00	60.00	0.00
90.00	65.00	0.00
90.00	70.00	0.00
90.00	75.00	0.00
90.00	80.00	0.00
90.00	85.00	0.00
90.00	90.00	0.00
90.00	95.00	0.00
90.00	100.00	0.00
90.00	105.00	0.00
90.00	110.00	0.00
90.00	115.00	0.00
90.00	120.00	0.00
90.00	125.00	0.00
90.00	130.00	0.00
90.00	135.00	0.00
90.00	140.00	0.00
90.00	145.00	0.00
90.00	150.00	0.00
90.00	155.00	0.00
90.00	160.00	0.00
90.00	165.00	0.00
90.00	170.00	0.00
90.00	175.00	0.00
90.00	180.00	0.00
90.00	185.00	0.00
90.00	190.00	0.00
90.00	195.00	0.00
90.00	200.00	0.00
90.00	205.00	0.00
90.00	210.00	0.00
90.00	215.00	0.00
90.00	220.00	0.00
90.00	225.00	0.00
90.00	230.00	0.00
90.00	235.00	0.00
90.00	240.00	0.00
90.00	245.00	0.00
90.00	250.00	0.00
90.00	255.00	0.00
90.00	260.00	0.00
90.00	265.00	0.00
90.00	270.00	0.00
90.00	275.00	0.00
90.00	280.00	0.00
90.00	285.00	0.00
90.00	290.00	0.00
90.00	295.00	0.00
90.00	300.00	0.00
90.00	305.00	0.00
90.00	310.00	0.00
90.00	315.00	0.00
90.00	320.00	0.00
90.00	325.00	0.00
90.00	330.00	0.00
90.00	335.00	0.00
90.00	340.00	0.00
90.00	345.00	0.00
90.00	350.00	0.00
90.00	355.00	0.00
