# Tilt	Rotation	mrd
59.34	8.57	0.00
59.34	12.86	0.00
59.34	17.14	0.00
59.34	21.43	0.00
59.34	25.71	0.00
59.34	30.00	0.00
59.34	34.29	0.00
59.34	38.57	0.00
59.34	42.86	0.00
59.34	47.14	0.00
59.34	51.43	0.00
59.34	55.71	0.00
59.34	60.00	0.00
59.34	64.29	0.00
59.34	68.57	0.00
59.34	72.86	0.00
59.34	77.14	0.00
59.34	81.43	0.00
59.34	85.71	0.00
59.34	90.00	0.00
59.34	94.29	0.00
59.34	98.57	0.00
59.34	102.86	0.00
59.34	107.14	0.00
59.34	111.43	0.00
59.34	115.71	0.00
59.34	120.00	0.00
59.34	124.29	0.00
59.34	128.57	0.00
59.34	132.86	0.00
59.34	137.14	0.00
59.34	141.43	0.00
59.34	145.71	0.00
59.34	150.00	0.00
59.34	154.29	0.00
59.34	158.57	0.00
59.34	162.86	0.00
59.34	167.14	0.00
59.34	171.43	0.00
59.34	175.71	0.00
59.34	180.00	0.00
59.34	184.29	0.00
59.34	188.57	0.00
59.34	192.86	0.00
59.34	197.14	0.00
59.34	201.43	0.00
59.34	205.71	0.00
59.34	210.00	0.00
59.34	214.29	0.00
59.34	218.57	0.00
59.34	222.86	0.00
59.34	227.14	0.00
59.34	231.43	0.00
59.34	235.71	0.00
59.34	240.00	0.00
59.34	244.29	0.00
59.34	248.57	0.00
59.34	252.86	0.00
59.34	257.14	0.00
59.34	261.43	0.00
59.34	265.71	0.00
59.34	270.00	0.00
59.34	274.29	0.00
59.34	278.57	0.00
59.34	282.86	0.00
59.34	287.14	0.00
59.34	291.43	0.00
59.34	295.71	0.00
59.34	300.00	0.00
59.34	304.29	0.00
59.34	308.57	0.00
59.34	312.86	0.00
59.34	317.14	0.00
59.34	321.43	0.00
59.34	325.71	0.00
59.34	330.00	0.00
59.34	334.29	0.00
59.34	338.57	0.00
59.34	342.86	0.00
59.34	347.14	0.00
59.34	351.43	0.00
59.34	355.71	0.00
64.06	0.00	0.00
64.06	4.00	0.00
64.06	8.00	0.00
64.06	12.00	0.00
64.06	16.00	0.00
64.06	20.00	0.00
64.06	24.00	0.00
64.06	28.00	0.00
64.06	32.00	0.00
64.06	36.00	0.00
64.06	40.00	0.00
64.06	44.00	0.00
64.06	48.00	0.00
64.06	52.00	0.00
64.06	56.00	0.00
64.06	60.00	0.00
64.06	64.00	0.00
64.06	68.00	0.00
64.06	72.00	0.00
64.06	76.00	0.00
64.06	80.00	0.00
64.06	84.00	0.00
64.06	88.00	0.00
64.06	92.00	0.00
64.06	96.00	0.00
64.06	100.00	0.00
64.06	104.00	0.00
64.06	108.00	0.00
64.06	112.00	0.00
64.06	116.00	0.00
64.06	120.00	0.00
64.06	124.00	0.00
64.06	128.00	0.00
64.06	132.00	0.00
64.06	136.00	0.00
64.06	140.00	0.00
64.06	144.00	0.00
64.06	148.00	0.00
64.06	152.00	0.00
64.06	156.00	0.00
64.06	160.00	0.00
64.06	164.00	0.00
64.06	168.00	0.00
64.06	172.00	0.00
64.06	176.00	0.00
64.06	180.00	0.00
64.06	184.00	0.00
64.06	188.00	0.00
64.06	192.00	0.00
64.06	196.00	0.00
64.06	200.00	0.00
64.06	204.00	0.00
64.06	208.00	0.00
64.06	212.00	0.00
64.06	216.00	0.00
64.06	220.00	0.00
64.06	224.00	0.00
64.06	228.00	0.00
64.06	232.00	0.00
64.06	236.00	0.00
64.06	240.00	0.00
64.06	244.00	0.00
64.06	248.00	0.00
64.06	252.00	0.00
64.06	256.00	0.00
64.06	260.00	0.00
64.06	264.00	0.00
64.06	268.00	0.00
64.06	272.00	0.00
64.06	276.00	0.00
64.06	280.00	0.00
64.06	284.00	0.00
64.06	288.00	0.00
64.06	292.00	0.00
64.06	296.00	0.00
64.06	300.00	0.00
64.06	304.00	0.00
64.06	308.00	0.00
64.06	312.00	0.00
64.06	316.00	0.00
64.06	320.00	0.00
64.06	324.00	0.00
64.06	328.00	0.00
64.06	332.00	0.00
64.06	336.00	0.00
64.06	340.00	0.00
64.06	344.00	0.00
64.06	348.00	0.00
64.06	352.00	0.00
64.06	356.00	0.00
68.90	0.00	0.00
68.90	3.75	0.00
68.90	7.50	0.00
68.90	11.25	0.00
68.90	15.00	0.00
68.90	18.75	0.00
68.90	22.50	0.00
68.90	26.25	0.00
68.90	30.00	0.00
68.90	33.75	0.00
68.90	37.50	0.00
68.90	41.25	0.00
68.90	45.00	0.00
68.90	48.75	0.00
68.90	52.50	0.00
68.90	56.25	0.00
68.90	60.00	0.00
68.90	63.75	0.00
68.90	67.50	0.00
68.90	71.25	0.00
68.90	75.00	0.00
68.90	78.75	0.00
68.90	82.50	0.00
68.90	86.25	0.00
68.90	90.00	0.00
68.90	93.75	0.00
68.90	97.50	0.00
68.90	101.25	0.00
68.90	105.00	0.00
68.90	108.75	0.00
68.90	112.50	0.00
68.90	116.25	0.00
68.90	120.00	0.00
68.90	123.75	0.00
68.90	127.50	0.00
68.90	131.25	0.00
68.90	135.00	0.00
68.90	138.75	0.00
68.90	142.50	0.00
68.90	146.25	0.00
68.90	150.00	0.00
68.90	153.75	0.00
68.90	157.50	0.00
68.90	161.25	0.00
68.90	165.00	0.00
68.90	168.75	0.00
68.90	172.50	0.00
68.90	176.25	0.00
68.90	180.00	0.00
68.90	183.75	0.00
68.90	187.50	0.00
68.90	191.25	0.00
68.90	195.00	0.00
68.90	198.75	0.00
68.90	202.50	0.00
68.90	206.25	0.00
68.90	210.00	0.00
68.90	213.75	0.00
68.90	217.50	0.00
68.90	221.25	0.00
68.90	225.00	0.00
68.90	228.75	0.00
68.90	232.50	0.00
68.90	236.25	0.00
68.90	240.00	0.00
68.90	243.75	0.00
68.90	247.50	0.00
68.90	251.25	0.00
68.90	255.00	0.00
68.90	258.75	0.00
68.90	262.50	0.00
68.90	266.25	0.00
68.90	270.00	0.00
68.90	273.75	0.00
68.90	277.50	0.00
68.90	281.25	0.00
68.90	285.00	0.00
68.90	288.75	0.00
68.90	292.50	0.00
68.90	296.25	0.00
68.90	300.00	0.00
68.90	303.75	0.00
68.90	307.50	0.00
68.90	311.25	0.00
68.90	315.00	0.00
68.90	318.75	0.00
68.90	322.50	0.00
68.90	326.25	0.00
68.90	330.00	0.00
68.90	333.75	0.00
68.90	337.50	0.00
68.90	341.25	0.00
68.90	345.00	0.00
68.90	348.75	0.00
68.90	352.50	0.00
68.90	356.25	0.00
73.89	0.00	0.00
73.89	3.53	0.00
73.89	7.06	0.00
73.89	10.59	0.00
73.89	14.12	0.00
73.89	17.65	0.00
73.89	21.18	0.00
73.89	24.71	0.00
73.89	28.24	0.00
73.89	31.76	0.00
73.89	35.29	0.00
73.89	38.82	0.00
73.89	42.35	0.00
73.89	45.88	0.00
73.89	49.41	0.00
73.89	52.94	0.00
73.89	56.47	0.00
73.89	60.00	0.00
73.89	63.53	0.00
73.89	67.06	0.00
73.89	70.59	0.00
73.89	74.12	0.00
73.89	77.65	0.00
73.89	81.18	0.00
73.89	84.71	0.00
73.89	88.24	0.00
73.89	91.76	0.00
73.89	95.29	0.00
73.89	98.82	0.00
73.89	102.35	0.00
73.89	105.88	0.00
73.89	109.41	0.00
73.89	112.94	0.00
73.89	116.47	0.00
73.89	120.00	0.00
73.89	123.53	0.00
73.89	127.06	0.00
73.89	130.59	0.00
73.89	134.12	0.00
73.89	137.65	0.00
73.89	141.18	0.00
73.89	144.71	0.00
73.89	148.24	0.00
73.89	151.76	0.00
73.89	155.29	0.00
73.89	158.82	0.00
73.89	162.35	0.00
73.89	165.88	0.00
73.89	169.41	0.00
73.89	172.94	0.00
73.89	176.47	0.00
73.89	180.00	0.00
73.89	183.53	0.00
73.89	187.06	0.00
73.89	190.59	0.00
73.89	194.12	0.00
73.89	197.65	0.00
73.89	201.18	0.00
73.89	204.71	0.00
73.89	208.24	0.00
73.89	211.76	0.00
73.89	215.29	0.00
73.89	218.82	0.00
73.89	222.35	0.00
73.89	225.88	0.00
73.89	229.41	0.00
73.89	232.94	0.00
73.89	236.47	0.00
73.89	240.00	0.00
73.89	243.53	0.00
73.89	247.06	0.00
73.89	250.59	0.00
73.89	254.12	0.00
73.89	257.65	0.00
73.89	261.18	0.00
73.89	264.71	0.00
73.89	268.24	0.00
73.89	271.76	0.00
73.89	275.29	0.00
73.89	278.82	0.00
73.89	282.35	0.00
73.89	285.88	0.00
73.89	289.41	0.00
73.89	292.94	0.00
73.89	296.47	0.00
73.89	300.00	0.00
73.89	303.53	0.00
73.89	307.06	0.00
73.89	310.59	0.00
73.89	314.12	0.00
73.89	317.65	0.00
73.89	321.18	0.00
73.89	324.71	0.00
73.89	328.24	0.00
73.89	331.76	0.00
73.89	335.29	0.00
73.89	338.82	0.00
73.89	342.35	0.00
73.89	345.88	0.00
73.89	349.41	0.00
73.89	352.94	0.00
73.89	356.47	0.00
79.05	0.00	0.00
79.05	3.33	0.00
79.05	6.67	0.00
79.05	10.00	0.00
79.05	13.33	0.00
79.05	16.67	0.00
79.05	20.00	0.00
79.05	23.33	0.00
79.05	26.67	0.00
79.05	30.00	0.00
79.05	33.33	0.00
79.05	36.67	0.00
79.05	40.00	0.00
79.05	43.33	0.00
79.05	46.67	0.00
79.05	50.00	0.00
79.05	53.33	0.00
79.05	56.67	0.00
79.05	60.00	0.00
79.05	63.33	0.00
79.05	66.67	0.00
79.05	70.00	0.00
79.05	73.33	0.00
79.05	76.67	0.00
79.05	80.00	0.00
79.05	83.33	0.00
79.05	86.67	0.00
79.05	90.00	0.00
79.05	93.33	0.00
79.05	96.67	0.00
79.05	100.00	0.00
79.05	103.33	0.00
79.05	106.67	0.00
79.05	110.00	0.00
79.05	113.33	0.00
79.05	116.67	0.00
79.05	120.00	0.00
79.05	123.33	0.00
79.05	126.67	0.00
79.05	130.00	0.00
79.05	133.33	0.00
79.05	136.67	0.00
79.05	140.00	0.00
79.05	143.33	0.00
79.05	146.67	0.00
79.05	150.00	0.00
79.05	153.33	0.00
79.05	156.67	0.00
79.05	160.00	0.00
79.05	163.33	0.00
79.05	166.67	0.00
79.05	170.00	0.00
79.05	173.33	0.00
79.05	176.67	0.00
79.05	180.00	0.00
79.05	183.33	0.00
79.05	186.67	0.00
79.05	190.00	0.00
79.05	193.33	0.00
79.05	196.67	0.00
79.05	200.00	0.00
79.05	203.33	0.00
79.05	206.67	0.00
79.05	210.00	0.00
79.05	213.33	0.00
79.05	216.67	0.00
79.05	220.00	0.00
79.05	223.33	0.00
79.05	226.67	0.00
79.05	230.00	0.00
79.05	233.33	0.00
79.05	236.67	0.00
79.05	240.00	0.00
79.05	243.33	0.00
79.05	246.67	0.00
79.05	250.00	0.00
79.05	253.33	0.00
79.05	256.67	0.00
79.05	260.00	0.00
79.05	263.33	0.00
79.05	266.67	0.00
79.05	270.00	0.00
79.05	273.33	0.00
79.05	276.67	0.00
79.05	280.00	0.00
79.05	283.33	0.00
79.05	286.67	0.00
79.05	290.00	0.00
79.05	293.33	0.00
79.05	296.67	0.00
79.05	300.00	0.00
79.05	303.33	0.00
79.05	306.67	0.00
79.05	310.00	0.00
79.05	313.33	0.00
79.05	316.67	0.00
79.05	320.00	0.00
79.05	323.33	0.00
79.05	326.67	0.00
79.05	330.00	0.00
79.05	333.33	0.00
79.05	336.67	0.00
79.05	340.00	0.00
79.05	343.33	0.00
79.05	346.67	0.00
79.05	350.00	0.00
79.05	353.33	0.00
79.05	356.67	0.00
84.40	0.00	0.00
84.40	3.16	0.00
84.40	6.32	0.00
84.40	9.47	0.00
84.40	12.63	0.00
84.40	15.79	0.00
84.40	18.95	0.00
84.40	22.11	0.00
84.40	25.26	0.00
84.40	28.42	0.00
84.40	31.58	0.00
84.40	34.74	0.00
84.40	37.89	0.00
84.40	41.05	0.00
84.40	44.21	0.00
84.40	47.37	0.00
84.40	50.53	0.00
84.40	53.68	0.00
84.40	56.84	0.00
84.40	60.00	0.00
84.40	63.16	0.00
84.40	66.32	0.00
84.40	69.47	0.00
84.40	72.63	0.00
84.40	75.79	0.00
84.40	78.95	0.00
84.40	82.11	0.00
84.40	85.26	0.00
84.40	88.42	0.00
84.40	91.58	0.00
84.40	94.74	0.00
84.40	97.89	0.00
84.40	101.05	0.00
84.40	104.21	0.00
84.40	107.37	0.00
84.40	110.53	0.00
84.40	113.68	0.00
84.40	116.84	0.00
84.40	120.00	0.00
84.40	123.16	0.00
84.40	126.32	0.00
84.40	129.47	0.00
84.40	132.63	0.00
84.40	135.79	0.00
84.40	138.95	0.00
84.40	142.11	0.00
84.40	145.26	0.00
84.40	148.42	0.00
84.40	151.58	0.00
84.40	154.74	0.00
84.40	157.89	0.00
84.40	161.05	0.00
84.40	164.21	0.00
84.40	167.37	0.00
84.40	170.53	0.00
84.40	173.68	0.00
84.40	176.84	0.00
84.40	180.00	0.00
84.40	183.16	0.00
84.40	186.32	0.00
84.40	189.47	0.00
84.40	192.63	0.00
84.40	195.79	0.00
84.40	198.95	0.00
84.40	202.11	0.00
84.40	205.26	0.00
84.40	208.42	0.00
84.40	211.58	0.00
84.40	214.74	0.00
84.40	217.89	0.00
84.40	221.05	0.00
84.40	224.21	0.00
84.40	227.37	0.00
84.40	230.53	0.00
84.40	233.68	0.00
84.40	236.84	0.00
84.40	240.00	0.00
84.40	243.16	0.00
84.40	246.32	0.00
84.40	249.47	0.00
84.40	252.63	0.00
84.40	255.79	0.00
84.40	258.95	0.00
84.40	262.11	0.00
84.40	265.26	0.00
84.40	268.42	0.00
84.40	271.58	0.00
84.40	274.74	0.00
84.40	277.89	0.00
84.40	281.05	0.00
84.40	284.21	0.00
84.40	287.37	0.00
84.40	290.53	0.00
84.40	293.68	0.00
84.40	296.84	0.00
84.40	300.00	0.00
84.40	303.16	0.00
84.40	306.32	0.00
84.40	309.47	0.00
84.40	312.63	0.00
84.40	315.79	0.00
84.40	318.95	0.00
84.40	322.11	0.00
84.40	325.26	0.00
84.40	328.42	0.00
84.40	331.58	0.00
84.40	334.74	0.00
84.40	337.89	0.00
84.40	341.05	0.00
84.40	344.21	0.00
84.40	347.37	0.00
84.40	350.53	0.00
84.40	353.68	0.00
84.40	356.84	0.00
90.00	0.00	0.00
90.00	3.00	0.00
90.00	6.00	0.00
90.00	9.00	0.00
90.00	12.00	0.00
90.00	15.00	0.00
90.00	18.00	0.00
90.00	21.00	0.00
90.00	24.00	0.00
90.00	27.00	0.00
90.00	30.00	0.00
90.00	33.00	0.00
90.00	36.00	0.00
90.00	39.00	0.00
90.00	42.00	0.00
90.00	45.00	0.00
90.00	48.00	0.00
90.00	51.00	0.00
90.00	54.00	0.00
90.00	57.00	0.00
90.00	60.00	0.00
90.00	63.00	0.00
90.00	66.00	0.00
